,words,sentiments,word
1965,वरिपरी,,around
1966,भुल्छ,,godless
1967,सम्झीएर,,samjhiera
1968,घरी,,weary
1969,घरीरीरीरी,,ghariririri
1970,फेर्नुपर्ने,,the mantle of
1971,घटी,,decreased
1972,बढी,,more
1973,एकनास,,count on
1974,तिमीसंग,,thee
1975,हुने,,the
1976,दूर,,away
1977,गर्ला,,divorced
1978,दुनियाले,,duniyale
1979,गरोस्,,let the
1980,जान्छ,,goes
1981,बुट्टा,,embroidery
1982,भर्ला,,bharla
1983,भरोस,,although they
1984,हुम्मम,,hummama
1985,हेर्दै,,looking
1986,जाँदा,,when
1987,दुनियाँ,,world
1988,बदलेला,,changed
1989,जरुर,,definitely
1990,तिमीविना,,timivina
1991,सत्य,,truth
1992,हुन्छु,,am
1993,सादा,,simple
1994,गर्दा,,when
1995,पाएको,,received
1996,खुसि,,happy to
1997,भरपुर,,full of
1998,टक्क,,stopped
1999,टाकन,,tacana
2000,टुकुन,,tukun
2001,रुरुरुरुरुरुरु,,rururururururu
2002,तिन,,three
2003,पाथी,,measures
2004,मकै,,maize
2005,कोदो,,kodo
2006,घट्टैमा,,ghattaima
2007,पिनेर,,pinera
2008,आईपुगें,,aipugem
2009,हजुरलाई,,lions
2010,भेट्न,,visit
2011,धन्दा,,worry
2012,छिनेर,,chinera
2013,हातमा,,hand
2014,रुमाल,,napkins
2015,हल्लाऊदै,,hallaudai
2016,सिरैमा,,allegations
2017,सिरफुल,,siraphula
2018,टिकी,,tiki
2019,क्या,,what
2020,भाकी,,sveci
2021,छेउ,,side
2022,भाकीछेऊ,,bhakicheu
2023,सित,,with
2024,पिरिम,,pirima
2025,परेर,,down
2026,आकी,,spouses
2027,छेऊ,,ends
2028,मोरी,प्रेम,mori
2029,राती,,night
2030,दौडिदै,,running
2031,हजुरको,,your search
2032,सत्कारमा,,hospitality
2033,लाटी,,lahti
2034,गाजल,,eyeliners
2035,लाउनै,,to disclose the
2036,भुलेछु,,guidance and
2037,हतारमा,,hasty
2038,लत्पतिएको,,surely
2039,ओठको,,lips
2040,तै,,tae
2041,सुहाको,,sweet
2042,आजै,,today
2043,पैले,,palais
2044,पिरतीले,,piratile
2045,नुहाको,,nuhako
2046,मनका,,bead
2047,सुन्छ्यौ,,rupa
2048,जुनी,,junie
2049,हुन्छ्यौ,,mamu
2050,हम्,,ham
2051,सुन्छौ,,hear
2052,हुन्छौ,,undone
2053,रुनुपर्यो,,runuparyo
2054,परेली,,rolled
2055,छुन्छ्यौ,,chunchyau
2056,छुन्छौ,,chunchau
2057,साथमा,,with
2058,हाँस्न,,laugh
2059,सम्झिएर,,more delicate
2060,तिमीबाहेक,,wake
2061,अधूरा,,incomplete
2062,सुम्पिदिन्छु,,sumpidinchu
2063,female,,female
2064,voice,,voice
2065,in,,in
2066,background,,background
2067,falling,,falling
2068,प्रेम,,love
2069,shining,,shining
2070,for,,for
2071,you,,you
2072,is,,is
2073,forever,,forever
2074,चाहना,,want
2075,यस्तै,,"similarly,"
2076,बहाना,,excuse
2077,मनले,,heart
2078,मनसंग,,manasanga
2079,गाँस्ने,,forming
2080,मनभित्र,,heart
2081,देवी,,goddess
2082,देउता,,god
2083,feamle,,feamle
2084,हाँस्यो,,disdained
2085,जन्ती,,wedding
2086,हजूर,,sir
2087,मंसिर,,december
2088,15,,15
2089,male,,male
2090,कुटुमा,,kutu
2091,सुपारी,,betel nut
2092,हेर्दामा,,seemingly
2093,जीउ,,flesh
2094,ज्यान,,lives
2095,खाइलाग्दो,,a handsome
2096,जागिरे,,employed
2097,मर्द,,man
2098,इमान्दारी,,uprightness
2099,केटोलाई,,boy
2100,खैनी,,snuff
2101,चुरोट,,cigarette
2102,खान्छौ,,eat
2103,दांतै,,dantai
2104,ओठै,,othai
2105,दिदिको,,grudgingly
2106,मगनी,,engaged
2107,यसपाली,,"this time,"
2108,हिउंदो,,hiundo
2109,महिनामा,,months
2110,बिहे,,married
2111,नगरी,,without
2112,भा’छैन,,bhachaina
2113,कन्याको,,virgin
2114,ठेगाना,,address
2115,टूङ्गो,,tungo
2116,ला’छैन,,lachaina
2117,कोरीबाटी,,grooming
2118,चट्ट,,dressed
2119,कपाल,,skull
2120,ओठैमा,,othaima
2121,झ्याप्पै,,jhyappai
2122,कदम,,step
2123,रोकियो,,stopped
2124,फुलको,,flower
2125,बोटैमा,,botany
2126,बिर्कोमा,,lid
2127,ला’को,,zarathustra
2128,चिनीमा,,sugar
2129,कसरी,,how
2130,कमिलो,,ant
2131,डाँडाबारीको,,damdabariko
2132,सुन्तला,,orange
2133,गुलियो,,sweet
2134,आमिलो,,amilo
2135,राजाको,,the king
2136,हात्ती,,elephant
2137,सौ,,hundred
2138,तोला,,tola
2139,ल्हासाको,,lhasa
2140,पढाई,,reading
2141,लेखाईमा,,"cover,"
2142,अब्बल,,the patient
2143,वैज्ञानिक,,scientist
2144,बन्छु,,the verge of
2145,नासाको,,nasa
2146,बघिनिको,,baghiniko
2147,कुखुराको,,poultry
2148,भालेले,,the male
2149,ठुल्ठुला,,huge
2150,पट्याउन,,patyauna
2151,आँट्यो,,hailstorms
2152,कालेले,,kalele
2153,छिमेकी,,neighbors
2154,हुँ,,am
2155,बाघैको,,baghaiko
2156,सन्तान,,children
2157,काली,,kali
2158,नागैको,,nagaiko
2159,रैछ्यौ,,raichyau
2160,मितिनी,,date
2161,कोइली,,coile
2162,कागैको,,kagaiko
2163,मिले,,found
2164,मेला,,fair
2165,नमिले,,choosy
2166,झमेला,,mess
2167,गरौँ,,let's
2168,भोलि,,tomorrow
2169,फ्यान्टास्स्टिक,,phyantasstika
2170,वओउन्डरफुल,,vaoundaraphula
2171,हुनेथियो,,would
2172,लाइफ,,life
2173,तालैमा,,talaima
2174,हाने,,haney
2175,डाइभ,,dive
2176,एक्लो,,single
2177,जिबनको,,jibon
2178,परब्लम,,parablama
2179,नाचौ,,nacau
2180,पातली,,thin
2181,झमझमी,,jhamajhami
2182,रुझेर,,rujhera
2183,असिना,,hail
2184,दाईको,,dai
2185,भाउजुलाई,,the woman
2186,मनपर्यो,,like
2187,इलास्टिक,,elastic
2188,तन्किने,,stretched
2189,राखौला,,rakhaula
2190,फेसबुकमा,,facebook
2191,सेल्फी,,selfie
2192,हेप्पी,,happy
2193,निर,,at
2194,जैले,,neither
2195,रिसाउनी,,risauni
2196,मिसाउनी,,misauni
2197,फकाउनी,,phakauni
2198,आखुम,,akhuma
2199,रिसाउदा,,risauda
2200,पीरम,,pirama
2201,कल्ले,,calle
2202,बचाउनी,,survival
2203,सेती,,seti
2204,बगर,,beach
2205,परेको,,had
2206,नमार,,do not kill
2207,भारी,,heavy
2208,हुदा,,when the
2209,हु,,hu
2210,बिसाउनी,,bissau
2211,रिसाऊदा,,risauda
2212,चखेवाको,,bidari
2213,जोडी,,added
2214,घरिघरि,,rising
2215,टोलाउंछु,,tolaunchu
2216,झसंगै,,jolted
2217,चिज,,cheese
2218,अचम्मै,,surprise
2219,नयाँ,,new
2220,सल्बलाउने,,salbalaune
2221,चाल,,move
2222,मुस्कुराने,,smile
2223,सजाउंछु,,sajaunchu
2224,दंगै,,dangai
2225,छोयौ,,theirs
2226,मुटुलाई,,hearts
2227,राख्छु,,sion
2228,मुहारलाई,,the face
2229,थाम्छु,,thamchu
2230,हात,,hand
2231,हातलाई,,hand
2232,डुबिरहेछु,,dubirahechu
2233,अध्याँरो,,dark
2234,बिच,,beach
2235,शुन्य,,zero
2236,उड्दै,,wind
2237,बादलमा,,the clouds
2238,डुबिरहे,,gitmo
2239,ख्यालमा,,into account
2240,तीन,,three
2241,शब्द,,word
2242,भनन,,disclosures
2243,i,,i
2244,डुबी,,packed
2245,गरु,,cumbrous
2246,बिनाको,,without
2247,चाहन्न,,not want to
2248,किनकि,,because
2249,संयोग,,combination
2250,परिस्थिति,,situation
2251,सुरुवात,,started
2252,सम्बन्धमा,,relationship
2253,सँधै,,always
2254,बन्न,,to be
2255,बनाउन,,make
2256,संकै,,sankai
2257,गहिरो,,deep
2258,टाढिनै,,tadhinai
2259,लेख्या,,arjuna
2260,समय,,time
2261,बिबस्ता,,bibasta
2262,सम्हाल्नु,,handling
2263,आँफैलाई,,keilstr
2264,लामो,,long
2265,उज्ज्वल,,bright
2266,प्रार्थना,,prayer
2267,इज्जत,,honor
2268,रहनेछु,,remain
2269,सुन्दरी,,belle
2270,ठन्डी,,breeze
2271,महिना,,month
2272,जाडो,,winter
2273,गाला,,gala
2274,च्याउरी,,mushroom
2275,परेछ,,of trouble
2276,ठन्डि,,thandi
2277,सोल्टिनिको,,soltiniko
2278,गालैमा,,galaima
2279,हातैमा,,"hand,"
2280,औँठि,,aumthi
2281,लगाइदिउँला,,lagaidiumla
2282,मखमलि,,makhamali
2283,चोलि,,coli
2284,सिरबन्दि,,sirabandi
2285,सजाईदिउँला,,sajaidiumla
2286,आको,,ako
2287,पक्कै,,"of course,"
2288,आँटे,,tackle
2289,बस्छौ,,live
2290,गाउँवैमा,,gaumvaima
2291,ल्याउँछु,,bring
2292,जन्ति,,shouting
2293,दैलैमा,,dailaima
2294,डोलिमा,,dolina
2295,चढाइ,,climbing
2296,पछ्यौरिको,,pachyauriko
2297,घुम्टो,,veil
2298,ओढाइदिउँला,,odhaidiumla
2299,नौमति,,naumati
2300,बाजा,,orchestra
2301,बजाइ,,applause
2302,पाखा,,sidelined
2303,बेसि,,under-
2304,घन्काइदिउला,,ghankaidiula
2305,ज्यानलाई,,soul
2306,खाँचो,,need
2307,अरुण,,arun
2308,थापा,,thapa
2309,रोए,,cry
2310,हाँसिदिनु,,hamsidinu
2311,पन्छिदिनु,,panchidinu
2312,कहिलेकाही,,sometimes
2313,मिलनका,,inseparably
2314,त्यसलाई,,it
2315,विसर्िदिनु,,visaridinu
2316,यसै,,this
2317,मुल्यवान,,valuable
2318,बनिदिनु,,shine
2319,बेहोसीएका,,behosieka
2320,पलहरु,,etched
2321,बल्झिन्छ,,regress
2322,खेल,,sports
2323,हाँसेर,,with a smile
2324,टारिदिनु,,taridinu
2325,सन्जोग,,accident
2326,विझाउने,,vijhaune
2327,भुल,,mistakes
2328,त्यसमा,,and
2329,गहिरिदिनु,,gahiridinu
2330,पिडा,,pain
2331,बिछोडको,,"hence,"
2332,यसरी,,the
2333,जिउन,,to live
2334,गुनगुनाएर,,undertone
2335,हिड्न,,walking
2336,टाढियौ,,tadhiyau
2337,सुन्यतामा,,void
2338,मदेखी,,madekhi
2339,थाकी,,thaki
2340,गोडा,,knee
2341,काँपी,,kampi
2342,छाउछौ,,chauchau
2343,बल्झाइदिई,,baljhaidii
2344,यादलाई,,yadalai
2345,बिलाउछु,,bilauchu
2346,बादलसंगै,,badalasangai
2347,लगाइदिने,,banding
2348,सताइ,,satai
2349,पीडा,,pain
2350,सम्झना,,remember
2351,केवल,,only
2352,तीता,,hot
2353,मीठा,,sweet
2354,हराउँछु,,rested
2355,बिचमा,,between
2356,काँपिसके,,kampisake
2357,चिसो,,cold
2358,हावामा,,air
2359,त्येसै,,tyesai
2360,बरालिन्छ,,badly
2361,आँधि,,storm
2362,खोज्दछ,,seeks
2363,उकालीको,,twists
2364,तिम्रैतिर,,timraitira
2365,लम्कन्छ,,surmount
2366,झ्यालबाट,,window
2367,हेरेको,,watch
2368,आँउदछ,,branded
2369,लुकीचोरी,,lukicori
2370,खोलेको,,opened
2371,पाखामा,,boats
2372,डाँडामा,,mountain
2373,कुरेको,,waited
2374,बाहेक,,except
2375,अरुलाई,,others
2376,छुने,,touching
2377,हराउछु,,harauchu
2378,पराउछु,,robbery
2379,फेरिएला,,pheriela
2380,फेरिनेछैन,,pherinechaina
2381,देखाउलान,,dekhaulana
2382,कतिले,,some
2383,लोभहरु,,lobhaharu
2384,डरहरु,,fears
2385,हेरिने,,watched
2386,सॅगै,,segai
2387,नभए,,although
2388,बाॅचेको,,baeceko
2389,आउनेछैन,,thither
2390,पाउनेठैन,,paunethaina
2391,ठाउॅ,,thaue
2392,खुसीहरु,,khusiharu
2393,साॅचेको,,saeceko
2394,सहिदिन्छु,,sahidinchu
2395,बादल,,cloud
2396,गइदिन्छु,,gaidinchu
2397,चाह्यौ,,plead
2398,दिएकै,,uprightly
2399,खुशीलाई,,teens
2400,जिएँ,,live it
2401,भइगो,,.that
2402,बिदा,,farewell
2403,भइदिन्छु,,bhaidinchu
2404,छाइदियौ,,chaidiyau
2405,खुशीको,,good
2406,बहार,,springtime
2407,आइदियौ,,woe
2408,सृष्टिको,,creation
2409,उपहार,,gift
2410,नदेखें,,nadekhem
2411,एकै,,one
2412,छिन,,qin
2413,खसे,,fell
2414,नबोले,,cries
2415,भास्से,,bhasse
2416,नहिड्नु,,nahidnu
2417,नदेखे,,invisible
2418,भरीलाई,,bharilai
2419,त्यसै,,the same
2420,गोडमेलै,,godamelai
2421,दिलैको,,grins
2422,चौतारी,,chautari
2423,कुन्नी,,some reason
2424,आभास,,inkling
2425,छुन,,touch
2426,भनौं,,in fact
2427,बिझिदेला,,bijhidela
2428,बसिदेला,,basidela
2429,रुप,,as
2430,हेर्यो,,looked
2431,लोभ्याइ,,lobhyai
2432,हेरिरहें,,beholding
2433,होसै,,carelessly
2434,उडाइ,,flight
2435,लाने,,to bring
2436,चांदी,,silver
2437,सानी,,young
2438,छोएर,,touching
2439,बगेको,दुखी,shed
2440,खाइदिऊला,,khaidiula
2441,मरी,दुखी,dead
2442,जाउँला,,abram
2443,खाइदिउंला,,khaidiunla
2444,लैजाउँला,,laijaumla
2445,संगसंगै,,embed
2446,साइनोले,प्रेम,kinship
2447,बाँधिदिउंला,,bamdhidiunla
2448,वचन,,word
2449,गरि,,by
2450,बोलि,,province
2451,देऊ,,give
2452,नलुकाई,,honestly
2453,खोलिदेउन,,kholideuna
2454,चाहा,,snipe
2455,ना,,right
2456,सिउँदो,,verge
2457,भर्रौंला,,bharraunla
2458,बाँधे,,bound
2459,ज्यानै,,lives
2460,दि,,the
2461,दिउंला,,diunla
2462,बहेको,,whirlwinds
2463,सहि,,right
2464,सरि,,similes
2465,सयौँ,,hundreds of
2466,तरिदिउंला,प्रेम,taridiunla
2467,पठाउनेलाई,,sent
2468,आइदिउंला,,aidiunla
2469,गर्दिन,,do not
2470,बैमानी,प्रेम,unfaithfulness
2471,भैदिउंला,,bhaidiunla
2472,खाईदिउंला,,khaidiunla
2473,शनिबार,,saturday
2474,बिहानै,,in the morning
2475,हिडे,,resting
2476,फिलिम,,film
2477,हेर्नलाई,,see
2478,बसेहै,,basehai
2479,बाल्कुनिको,,balkuniko
2480,कुनामा,,corner
2481,फिल्म,,film
2482,हेर्ने,,view
2483,धुनमा,,duck
2484,अँध्यारोमा,प्रेम,dark
2485,छाम्मछुम्म,,chammachumma
2486,सुन्दरीजल,,sundarijal
2487,खोलामा,,the river
2488,बुक,,book
2489,राखी,,rakhi
2490,झोलामा,,bag
2491,पढ्नी,,padhni
2492,चन्द्रगिरि,,candragiri
2493,डाँडईमा,,damdaima
2494,डेटिंग,प्रेम,dating
2495,गाको,,nga
2496,लब्ली,प्रेम,labli
,लब्ली,हर्श,labli
2497,हानौं,,the sword
2498,बसौ,,the way of
2499,ड्दैमा,,bunch
2500,काखेमा,,infant
2501,चुल्ठी,,culthi
2502,बाट्नेलाई,,plaited
2503,पटुकी,,patuki
2504,कस्नेलाई,,tightening
2505,लैजाउं,,laijaum
2506,ढाका,,dhaka
2507,टोपी,,hat
2508,लाउनेलाई,,fancy
2509,सन्काउनेलाई,,sankaunelai
2510,रोजूं,,rojum
2511,साटौंला,,sataunla
2512,गांसौंला,,gansaunla
2513,डांडई,,dandai
2514,काटौंला,,atmosphere .i
2515,डांड्यै,,dandyai
2516,सिम,,sim
2517,खेतलाई,,field
2518,सिमकै,,simakai
2519,टारी,,taree
2520,कुलो,,fountain
2521,कलकल,,the river
2522,बग्ने,,flow
2523,मूलको,,origin
2524,अन्जुलीले,,anjulile
2525,पिउंला,,piunla
2526,दिन्छौ,,give
2527,सुम्पीदिउँला,,sumpidiumla
2528,वरपिपललाई,,varapipalalai
2529,खान्छु,,eat
2530,राजीखुशी,,voluntarily
2531,यहि,,this
2532,मंसिरमा,,november
2533,वारी,,warri
2534,व्यर्थ्यै,,vyarthyai
2535,धाउनु,,attending
2536,रोज्यो,,er
2537,घरमै,,home
2538,माग्न,,ask
2539,चाहिदैन,,no thanks
2540,चाँदी,,silver
2541,कुना,,kuna
2542,सहन,,bear
2543,नजानी,,erred
2544,कल्पी,,kalpi
2545,सम्हालू,,samhalu
2546,विना,,without
2547,जूनी,,juni
2548,सजिलै,,easily
2549,काटिन्छ,,harvested
2550,थामी,,thami
2551,जुनका,,junaka
2552,किरणहरुले,,kiranaharule
2553,प्रेमपत्र,,love letter
2554,लेख्दैछु,,write
2555,फुलका,,scone
2556,कलीला,,kalila
2557,खोजिदिनु,,khojidinu
2558,यसलाई,,it
2559,सबेर,,sooner
2560,खोलिदिनु,,open
2561,मिलेन,,invalid
2562,उशा,,arrears
2563,खुलेन,,reopen
2564,रिसायौ,,reacted
2565,कसो,,why
2566,खुलेको,,opened
2567,पठाउछु,,gap
2568,भन्थ्यौ,,have said
2569,पठाइनौ,,pathainau
2570,सपनामा,,dream
2571,आईनौ,,ainau
2572,नपाए,,thyself
2573,बोल्ने,,speaking
2574,नआए,,the issue of
2575,want,,want
2576,to,,to
2577,say,,say
2578,my,,my
2579,darling,,darling
2580,are,,are
2581,baby,,baby
2582,सति,,sati
2583,सावित्री,,savitri
2584,बन्नेलाई,,becoming
2585,जाँडरक्सी,,alcohol
2586,भन्नेलाई,,ananta
2587,टोलै,,.iaddend.plate
2588,थर्काई,,shake
2589,कुट्ने,,beat
2590,पोइ,,poi
2591,रक्सी,,alcohol
2592,छोडी,,go
2593,केटीलाई,,girl
2594,जाँड,,brewery
2595,खाएर,,eat
2596,ओछ्यानभरि,,ochyanabhari
2597,मुत्ने,,mutne
2598,नक्कली,,duplicate
2599,नखानु,,eat
2600,रेशमी,,silk
2601,लुछ्ने,,luchne
2602,रिसाउने,,anger
2603,मोरीलाई,,mori
2604,ट्वाक,,tin
2605,तानेर,,drag
2606,वाक्,,speech
2607,र्पोइ,,rpoi
2608,हिरो,,hero
2609,नक्कले,,nakkale
2610,छाड्दिन,,give up
2611,रिसाई,,goeth
2612,कुच्चो,,kucco
2613,हान्ने,,shooting
2614,जोइ,,joy
2615,नखाऊ,,eat
2616,गाली,,abuse
2617,केटालाई,,boy
2618,जाँडले,,jamdale
2619,झ्याप,,jhyapa
2620,टुप्पी,,tuppi
2621,तान्ने,,pulling
2622,कान्छो,,younger
2623,ओई,,oe
2624,साइँली,,saimli
2625,साइँला,,saila
2626,आकाशसैको,,akasasaiko
2627,आजभोलि,,today
2628,लाग्या,,"myself,"
2629,हुन,,to
2630,भुरूरुरुरु,,bhururururu
2631,नजिक,,close
2632,नआउ,,munni
2633,घरीघरी,,often
2634,भुन्दिमला,,bhundimala
2635,हिरा,,diamond
2636,मोती,,pearl
2637,दिम्ला,,dimla
2638,स्वार्थी,,selfish
2639,लाईदैन,,laidaina
2640,घामपानी,,exposure
2641,किनिदिउंला,,kinidiunla
2642,दहि,,butter
2643,मुथेर,,muthera
2644,मोहि,,mohi
2645,मुथे,,muthe
2646,ढोका,,door
2647,उघारीदेउ,,ugharideu
2648,त्यहीं,,there
2649,सिरसिरे,,valley in
2650,बतासैले,,batasaile
2651,धुलो,,dust
2652,ड्राइभरले,,the driver
2653,गुडायो,,gudayo
2654,बेग्लै,,different
2655,सान,,grindstone
2656,स्टाइल,,style
2657,परेमा,,if necessary
2658,झारिदिन्छु,,to fall
2659,गनीगनी,,ganigani
2660,मुसुरीको,,musuriko
2661,दालै,,dalai
2662,तरकारीमा,,vegetable
2663,काउली,,cowley
2664,झोला,,bag
2665,भटभटेमा,,bhatabhatema
2666,जाउली,,jauli
2667,गड्यांगगुडुंग,,gadyangagudunga
2668,पर्याछ,,paryacha
2669,गफै,,gaphai
2670,पिरो,,pyro
2671,चनाचटपटे,,canacatapate
2672,काठमाडौँ,,kathmandu
2673,जाउला,,midnight
2674,चडी,,cadi
2675,भटभटे,,bhatabhate
2676,फ़ेर्योउ,,feryou
2677,अरे,,hey
2678,अर्कैलाइ,,arkailai
2679,हेर्योउ,,heryou
2680,हल्ला,,rumors
2681,विश्वास,,trust
2682,सेर्योउ,,seryou
2683,बिछोड्लाई,,bichodlai
2684,सकेनोउ,,sakenou
2685,मायाँ,,ana
2686,रहन,,stay
2687,समयको,,time
2688,हरे,,green
2689,भएँथे,,bhaemthe
2690,दुर,,distance
2691,चल्न,,act
2692,थाल्यो,,began to
2693,सुर,,tone
2694,मार्योउ,,maryou
2695,सार्योउ,,saryou
2696,तिमिले,,do you see
2697,रोज्योउ,,rojyou
2698,गल्ति,,accidentally
2699,प्रीति,,love
2700,जिबन,,jibon
2701,घाटको,,to appear before
2702,मिल्दा,,matching
2703,दिल्,,dil
2704,पहिरो,,landslides
2705,गयो,,on
2706,तोड्यौ,,walked in
2707,फाल्यौ,,phalyau
2708,आऊ,,come
2709,रहुँला,,stay with
2710,कहिलेकाहिं,,sometimes
2711,दृष्टि,,sight
2712,मुवाई,,muvai
2713,छायाँ,,shadow
2714,छेक्दिन,,chekdina
2715,देख्नै,,shattering
2716,बसन्तमा,,at
2717,फुल्नै,,phulnai
2718,पर्छ,,must
2719,सबले,,turned
2720,बाजी,,bets
2721,जित्नै,,to overcome
2722,चित्त,,mind
2723,खोस्दिन,,khosdina
2724,npsongs.com,,npsongs.com
2725,हातै,,the difference between
2726,3,,3
2727,शुभकामना,,greeting
2728,श्वासमा,,to saturate
2729,दिर्घायुको,,bounty
2730,कामना,,desire
2731,सकुँ,,tongue
2732,पलमा,,palma
2733,सुवाश,,suvasa
2734,छर्न,,sow
2735,आँखाका,,eyes
2736,घडा,,pitcher
2737,प्रीतले,,pritale
2738,अभिसेस,,abhisesa
2739,देयोस,,deyosa
2740,श्रद्धा,,reverence
2741,भक्ती,,devotion
2742,उनेको,,holiness
2743,हरशब्द,,harasabda
2744,मंगल,,auspicious
2745,उशामा,,usama
2746,बिहानीहरु,,bihaniharu
2747,रंगाउन,,painted
2748,बलिरहने,,everlasting
2749,अखन्ड,,akhanda
2750,बत्ती,,light
2751,पथप्रदर्शक,,guide
2752,सदुवाको,,saduvako
2753,सिउँदोमा,,verge
2754,झल्किरहने,,jhalkirahane
2755,सिन्दुर,,cork
2756,शुभ,,good
2757,संध्यामा,,evening
2758,साँझहरु,,samjhaharu
2759,सजाइदिन,,sajaidina
2760,पाछु,,pachu
2761,भार,,weight
2762,भाथ्यो,,sitting
2763,फराकिलो,,wide
2764,स्वाभिमानी,,proud
2765,जति,,more
2766,उति,,and fro
2767,आनिबानी,,anibani
2768,सर्वोअंग,,sarvoanga
2769,सिक्ने,,learning
2770,मौका,,opportunity
2771,पाचु,,pachuca
2772,मिल्दै,,merging
2773,थाकेको,,tired
2774,जिन्दगीले,,the life
2775,बल्ल,,"finally,"
2776,मुक्ति,,salvation
2777,पायो,,found
2778,भरोसाको,,trust
2779,खम्बा,,pillars
2780,जूनि,,jr.
2781,लुक्न,,shelter
2782,नसम्झिदा,,nasamjhida
2783,बेग्लाई,,beglai
2784,रहेछ,,was
2785,भीड,,the crowd
2786,एक्लाई,,eklai
2787,खस्ने,,fall
2788,पोको,,poco
2789,पार्थे,,the living
2790,चोटि,,time
2791,मार्थे,,marthe
2792,नभेटिने,,rarely
2793,चाहर्थे,,caharthe
2794,हुर्किन्न,,hurkinna
2795,लाग्ने,,pursue
2796,सार्थे,,sarthe
2797,मान्छेहरुको,,of people
2798,भीडमा,,the crowd
2799,उसैको,,poured out
2800,सोर्‍ह,,sorha
2801,शृंगार,,make-up
2802,तनमा,,tanama
2803,माछेहरुको,,macheharuko
2804,नाचुँ,,nacum
2805,तालमा,,lake
2806,झुमु,,jhumu
2807,बशमा,,to govern
2808,भाकाहरुले,,bhakaharule
2809,सकेछन,,sakechana
2810,आँखाहरुले,,eyes
2811,रोईसकेछन,,roisakechana
2812,तेसैतेसै,,tesaitesai
2813,बसेको,,the meeting
2814,धुँदा,,washing
2815,जाँदै,,going
2816,नजाने,,not going
2817,रुँदा,,that matter
2818,सोधौं,,ourselves
2819,पर्नु,,fall
2820,त्यति,,more
2821,बिपनीमा,,bipanima
2822,गर्यो,,run
2823,बसें,,buses
2824,उनीलाई,,jha
2825,सोची,,sochi
2826,सम्झे,,recalled
2827,मक्ख,,thrill
2828,परिरहेको,,having
2829,उसलाई,,him
2830,लौन,,launa
2831,भाको,,long have you
2832,साथीभाईको,,friends to
2833,कुराकानी,,communication
2834,आफन्तको,,relatives
2835,चर्चा,,discussions
2836,चलिरहेको,,running
2837,बिस्तारै,,gradually
2838,डुब्दै,,fleeting
2839,सागरमा,,sea
2840,बिर्सेर,,forgetting
2841,चाँहन्छु,,rapture
2842,अंगालोमा,,arms
2843,खुला,,open
2844,फिँजाई,,phimjai
2845,उडेको,,sparks
2846,मुक्त,,free
2847,चाँहनछु,,camhanachu
2848,अन्धकारको,,dark
2849,उज्याली,,bright
2850,रातको,,night
2851,गाउँदै,,singing
2852,नामको,,name
2853,नसम्झ,,think
2854,भुलि,,beseech
2855,दिनेलार्इ,,dinelari
2856,भर्इजानेलाई,,bharijanelai
2857,नबोलाउ,,kinsmen
2858,ह्रदय,प्रेम,heart
2859,तोड्नेलाई,दुखी,breakers
2860,नबल्झाउ,,nabaljhau
2861,घाउलाई,,wounds
2862,धेरौ,,number came
2863,गाहो्,,gaho
2864,बिर्सन,,forget
2865,भर्इजानेलार्इ,,bharijanelari
2866,धेरौले,,dheraule
2867,हसाउछ,,hasaucha
2868,रुवाउछ,,ruvaucha
2869,नसक्ने,,not
2870,चोटहरु,,injuries
2871,आफ्नौ,,twice
2872,भाग्यलाई,,fate
2873,दोष्याउने,,dosyaune
2874,गर्छ,,the
2875,बोकेर,,carry
2876,हुदौन,,hudauna
2877,हरदिन,,every day
2878,मारेर,,killing
2879,जीवनभर,,lifetime
2880,अाइरहन्छ,,aairahancha
2881,बाच्नु,,live
2882,यहा,,here
2883,आखामा,,"eye,"
2884,आशु,,speedy
2885,हासेर,,hazer
2886,ॐ,,
2887,माने,,meaning
2888,पेमे,,twirling
2889,होम,,home
2890,8,,8
2891,साडे,,sade
2892,सत्र,,session
2893,काटेँ,,stay watching
2894,गरुँ,,unsettling
2895,छायो,,ninth
2896,एक्लोपनले,,loneliness
2897,आथेँ,,athem
2898,फेला,,find
2899,भुमो,,bhumo
2900,आगमनले,,coming
2901,झुम्यो,,capacity crowd
2902,धर्तीले,,earth
2903,गगन,,sky
2904,चुम्यो,,kissing
2905,कथ्याङ्ग्रीदो,,kathyangrido
2906,हिँउको,,general assembly
2907,नुन,,salt
2908,चड्न,,cadna
2909,लाको,,la
2910,पन्छाई,,gripping
2911,छिचोल्दै,,obstacles
2912,कुहिरो,,fog
2913,अलि,,slight
2914,बड्यो,,the gate
2915,भाइ,,brother
2916,फर्कौ,,return
2917,तिमलाई,,timalai
2918,पाउँदा,,when
2919,रुपमा,,as
2920,भगवान,,god
2921,एई,,ae
2922,लह,,lah
2923,बाला,,girl
2924,झुल्यो,,jhulyo
2925,झर्दा,,descending
2926,अर्द्ध,,semi
2927,निशा,,nisha
2928,सुसन्देश,,merciful
2929,दीन,,poor
2930,आयौँ,,grips
2931,द्वारमा,,the gate
2932,verse,,verse
2933,1,,1
2934,दुर्दशा,,plight
2935,देखी,,viewed
2936,संसारको,,world
2937,पापको,,sin
2938,भारले,,loaded
2939,मानव,,human
2940,मिचेको,,transgressors
2941,हाल,,hall
2942,सुधार्न,,improve
2943,ईश्‍वर,,god
2944,पुत्र,,son
2945,जगमा,,foundation
