X,words,sentiments,word,sentiment
1820,ट्यालेन्ट,,talent,सकारात्मक
1821,स्यालेन्ट,,syalenta,NA
1822,नचाहिने,,spam,NA
1823,सलमान,,salman,NA
1824,खानको,,food,खुशी
1824,खानको,,food,सकारात्मक
1824,खानको,,food,विश्वास
1825,केटाहरुलाई,,boys,NA
1826,झुलाएर,,jhulaera,NA
1827,ड्रिम,,dream,NA
1828,समवनको,,someone,NA
1829,भिनाजुको,,her husband,NA
1830,सिंगल,,single,NA
1831,सालो,,years,NA
1832,गोरो,,goro,NA
1833,खोज्छौ,,seek,आशा
1834,ह्यान्डसम,,hyandasama,NA
1835,नपट्टीएसम्म,,napattiesamma,NA
1836,गफ,,gough,NA
1837,मिसन,,mission,NA
1838,पुरा,,full,सकारात्मक
1839,भएपछि,,when,NA
1840,मोबाइल,,mobile,आशा
1841,अफ,,of,NA
1842,घरमा,,house,NA
1843,राम,,ram,रिस
1843,राम,,ram,आशा
1843,राम,,ram,नकारात्मक
1844,कृष्ण,,krishna,NA
1845,फकाउनलाई,,seduce,नकारात्मक
1846,भन्छौ,,say,NA
1847,कत्ति,,how,NA
1848,ड्याड,,dad,NA
1849,ममको,,mamako,NA
1850,पाउनलाई,,must,NA
1851,गार्है,,have gone,NA
1852,पर्ला,,perla,NA
1853,गोरी,,white,आशा
1853,गोरी,,white,खुशी
1853,गोरी,,white,सकारात्मक
1853,गोरी,,white,विश्वास
1854,गोदावरी,,godavari,NA
1855,बनैमा,,banaima,NA
1856,मनैमा,,think-,NA
1857,आउन,,to come,NA
1858,बसौं,,and lodge,NA
1859,चोभारैको,,cobharaiko,NA
1860,डाँडइमा,,damdaima,NA
1861,काखैमा,,shore,NA
1862,लौ,,flame,NA
1863,प्रिती,,preeti,NA
1864,साटौं,,change location,NA
1865,कान्छी,,younger,सकारात्मक
1866,एकोहोरो,,routine,सकारात्मक
1866,एकोहोरो,,routine,विश्वास
1867,नलाएकै,,nalaekai,NA
1868,बेस,,base,विश्वास
1869,हुनेछ,,will,NA
1870,छुट्टै,,separate,NA
1871,चल्नेछ,,the moon,NA
1872,नखाएकै,,nakhaekai,NA
1873,काँडामाथि,,kamdamathi,NA
1874,हिड्छु,,walk alone,NA
1875,भनें,,said,NA
1876,उठे,,up,NA
1877,बार,,bar,NA
1878,लड्छु,,ladchu,NA
1879,जानी,,should,NA
1880,व्यर्थै,,without,NA
1881,नजलाएकै,,najalaekai,NA
1882,अधुरो,,incomplete,NA
1883,बन्ला,,the impasse,NA
1884,प्रेम,,प्रेम,खुशी
1884,प्रेम,,प्रेम,सकारात्मक
1885,संग,,with,NA
1886,लायौ,,the rebellious,NA
1887,डाँडई,,damdai,NA
1888,काटी,,cut,NA
1889,जानु,,go,NA
1890,पर्दा,,when,NA
1891,पछि,,later,NA
1892,धायौ,,dhayau,NA
1893,बैस,,bass,NA
1894,नफालेको,,dumped,NA
1895,बोलेको,,speaking,NA
1896,बोली,,bid,NA
1897,मीठ्ठो,,miththo,NA
1898,सूरिलो,,surilo,NA
1899,आवाजको,,voice,NA
1900,जादू,,magic,NA
1901,जोवनले,,jovanale,NA
1902,पीरतिको,,piratiko,NA
1903,लेख्ने,,write,NA
1904,गहिराइमा,,depth,सकारात्मक
1904,गहिराइमा,,depth,विश्वास
1905,भाकेर,,bhakera,NA
1906,ओ,,o,NA
1907,ल्याइदिउंला,,lyaidiunla,NA
1908,तिलहरी,,sexist,NA
1909,बुलकी,,bulaki,NA
1910,इ,,e,NA
1911,आगौको,,agauko,NA
1912,सालैमा,,annually,NA
1913,धपक्कै,,dhapakkai,NA
1914,पियारी,,honey,सकारात्मक
1915,सिरानी,,pillow,सकारात्मक
1916,राइफलको,,firearms,रिस
1916,राइफलको,,firearms,डर
1916,राइफलको,,firearms,नकारात्मक
1917,मारुनी,,maru,NA
1918,नाच्छ,,naccha,NA
1919,छम्,,cham,NA
1920,थपनि,,thapani,NA
1921,मुटुमै,,seas,NA
1922,आउछ,,comes,NA
1923,झनझन,,ding,NA
1924,झन्,,more,NA
1925,जहिले,,always,NA
1926,दोधारे,,unstable,डर
1926,दोधारे,,unstable,नकारात्मक
1926,दोधारे,,unstable,आश्चर्य
1927,तीर,,arrow,NA
1928,ल्याउंला,,lyaunla,NA
1929,लाइरने,,lairane,NA
1930,गाइरने,,gairane,NA
1931,विरह,,separation,NA
1932,मुटुले,,beating,रिस
1932,मुटुले,,beating,डर
1932,मुटुले,,beating,नकारात्मक
1932,मुटुले,,beating,दुखी 
1933,पल्,,pal,NA
1934,बिहानी,,morning,NA
1935,साँझै,,samjhai,NA
1936,आइरनी,,irony,NA
1937,झलझल,,jhalajhala,NA
1938,झल्,,jhal,NA
1939,गाउँघर,,homes,NA
1940,तहिले,,caring,NA
1941,चंगा,,healed,NA
1942,भेट,,meet,NA
1943,गाउँछु,,thanks,NA
1944,गाउछु,,gauchu,NA
1945,बनोस्,,flourish,NA
1946,हर,,everyone,NA
1947,जोडीले,,couple,प्रेम
1948,भनोस्,,hearing,डर
1948,भनोस्,,hearing,नकारात्मक
1950,राम्रा,,good,आशा
1950,राम्रा,,good,खुशी
1950,राम्रा,,good,सकारात्मक
1950,राम्रा,,good,आश्चर्य
1950,राम्रा,,good,विश्वास
,राम्रा,,,खुशी
1952,विपना,,bipana,प्रेम
1954,नियालेर,,look,प्रेम
1956,चित्र,,picture,सकारात्मक
1957,सजाई,,decorated,खुशी
1961,वसमा,,janoah,नकारात्मक
1963,हुदो,,excruciating,डर
1963,हुदो,,excruciating,नकारात्मक
1965,वरिपरी,,around,सकारात्मक
1966,भुल्छ,,godless,रिस
1966,भुल्छ,,godless,नकारात्मक
1967,सम्झीएर,,samjhiera,NA
1968,घरी,,weary,नकारात्मक
1968,घरी,,weary,दुखी 
1971,घटी,,decreased,नकारात्मक
1972,बढी,,more,सकारात्मक
1973,एकनास,,count on,सकारात्मक
1976,दूर,,away,दुखीness
,दूर,,,प्रेम
1978,दुनियाले,,duniyale,प्रेम
1980,जान्छ,,goes,दुखीness
1981,बुट्टा,,embroidery,सकारात्मक
1982,भर्ला,,bharla,विश्वास
1983,भरोस,,although they,सकारात्मक
1986,जाँदा,,when,नकारात्मक
,जाँदा,,,दुखीness
1987,दुनियाँ,,world,देश्भक्ती
,दुनियाँ,,,खुशी
,दुनियाँ,,,दुखीness
1988,बदलेला,,changed,विश्वास
,बदलेला,,,सकारात्मक
1990,तिमीविना,,timivina,दुखीness
1991,सत्य,,truth,सकारात्मक
1991,सत्य,,truth,विश्वास
1993,सादा,,simple,सकारात्मक
1995,पाएको,,received,सकारात्मक
1996,खुसि,,खुशी to,खुशी
,,,,सकारात्मक
,,,,आश्चर्य
1997,भरपुर,,full of,सकारात्मक
,भरपुर,,,प्रेम
1999,टाकन,,tacana,खुशी
2000,टुकुन,,tukun,खुशी
2002,तिन,,three,NA
2003,पाथी,,measures,NA
2004,मकै,,maize,NA
2005,कोदो,,kodo,NA
2006,घट्टैमा,,ghattaima,NA
2007,पिनेर,,pinera,NA
2008,आईपुगें,,aipugem,NA
2009,हजुरलाई,,lions,NA
2010,भेट्न,,visit,सकारात्मक
2011,धन्दा,,worry,आशा
2011,धन्दा,,worry,डर
2011,धन्दा,,worry,नकारात्मक
2011,धन्दा,,worry,दुखी 
2012,छिनेर,,chinera,NA
2013,हातमा,,hand,NA
2014,रुमाल,,napkins,NA
2015,हल्लाऊदै,,hallaudai,NA
2016,सिरैमा,,allegations,NA
2017,सिरफुल,,siraphula,NA
2018,टिकी,,tiki,NA
2019,क्या,,what,NA
2020,भाकी,,sveci,NA
2021,छेउ,,side,NA
2022,भाकीछेऊ,,bhakicheu,NA
2023,सित,,with,NA
2024,पिरिम,,pirima,NA
2025,परेर,,down,NA
2026,आकी,,spouses,NA
2027,छेऊ,,ends,NA
2028,मोरी,प्रेम,mori,प्रेम
2029,राती,,night,NA
2030,दौडिदै,,running,NA
2031,हजुरको,,your search,NA
2032,सत्कारमा,,hospitality,सकारात्मक
2033,लाटी,,lahti,NA
2034,गाजल,,eyeliners,NA
2035,लाउनै,,to disclose the,NA
2036,भुलेछु,,guidance and,NA
2037,हतारमा,,hasty,नकारात्मक
2038,लत्पतिएको,,surely,NA
2039,ओठको,,lips,NA
2040,तै,,tae,NA
2041,सुहाको,,sweet,आशा
2041,सुहाको,,sweet,खुशी
2041,सुहाको,,sweet,सकारात्मक
2041,सुहाको,,sweet,आश्चर्य
2041,सुहाको,,sweet,विश्वास
2042,आजै,,today,NA
2043,पैले,,palais,NA
2044,पिरतीले,,piratile,NA
2045,नुहाको,,nuhako,NA
2046,मनका,,bead,NA
2047,सुन्छ्यौ,,rupa,NA
2048,जुनी,,junie,NA
2049,हुन्छ्यौ,,mamu,NA
2050,हम्,,ham,NA
2051,सुन्छौ,,hear,NA
2052,हुन्छौ,,undone,NA
2053,रुनुपर्यो,,runuparyo,NA
2054,परेली,,rolled,NA
2055,छुन्छ्यौ,,chunchyau,NA
2056,छुन्छौ,,chunchau,NA
2057,साथमा,,with,NA
2058,हाँस्न,,laugh,खुशी
2058,हाँस्न,,laugh,सकारात्मक
2058,हाँस्न,,laugh,आश्चर्य
2059,सम्झिएर,,more delicate,NA
2060,तिमीबाहेक,,wake,NA
2061,अधूरा,,incomplete,NA
2062,सुम्पिदिन्छु,,sumpidinchu,NA
2063,female,,female,सकारात्मक
2064,voice,,voice,NA
2065,in,,in,NA
2066,background,,background,NA
2067,falling,,falling,नकारात्मक
2067,falling,,falling,दुखी 
2068,प्रेम,,प्रेम,खुशी
2068,प्रेम,,प्रेम,सकारात्मक
2069,shining,,shining,आशा
2069,shining,,shining,खुशी
2069,shining,,shining,सकारात्मक
2070,for,,for,NA
2071,you,,you,NA
2072,is,,is,NA
2073,forever,,forever,NA
2074,चाहना,,want,NA
2075,यस्तै,,"similarly,",NA
2076,बहाना,,excuse,नकारात्मक
2077,मनले,,heart,NA
2078,मनसंग,,manasanga,NA
2079,गाँस्ने,,forming,आशा
2080,मनभित्र,,heart,NA
2081,देवी,,goddess,NA
2082,देउता,,god,आशा
2082,देउता,,god,डर
2082,देउता,,god,खुशी
2082,देउता,,god,सकारात्मक
2082,देउता,,god,विश्वास
2083,feamle,,feamle,NA
2084,हाँस्यो,,disdained,NA
2085,जन्ती,,wedding,NA
2086,हजूर,,sir,सकारात्मक
2086,हजूर,,sir,विश्वास
2087,मंसिर,,december,NA
2088,15,,15,NA
2089,male,,male,NA
2090,कुटुमा,,kutu,NA
2091,सुपारी,,betel nut,NA
2092,हेर्दामा,,seemingly,NA
2093,जीउ,,flesh,घृणा
2094,ज्यान,,lives,NA
2095,खाइलाग्दो,,a handsome,NA
2096,जागिरे,,employed,NA
2097,मर्द,,man,NA
2098,इमान्दारी,,uprightness,NA
2099,केटोलाई,,boy,घृणा
2099,केटोलाई,,boy,नकारात्मक
2100,खैनी,,snuff,NA
2101,चुरोट,,cigarette,नकारात्मक
2102,खान्छौ,,eat,सकारात्मक
2103,दांतै,,dantai,NA
2104,ओठै,,othai,NA
2105,दिदिको,,grudgingly,नकारात्मक
2106,मगनी,,engaged,आशा
2106,मगनी,,engaged,खुशी
2106,मगनी,,engaged,सकारात्मक
2106,मगनी,,engaged,विश्वास
2107,यसपाली,,"this time,",NA
2108,हिउंदो,,hiundo,NA
2109,महिनामा,,months,NA
2110,बिहे,,married,NA
2111,नगरी,,without,NA
2112,भा’छैन,,bhachaina,NA
2113,कन्याको,,virgin,सकारात्मक
2113,कन्याको,,virgin,विश्वास
2114,ठेगाना,,address,NA
2115,टूङ्गो,,tungo,NA
2116,ला’छैन,,lachaina,NA
2117,कोरीबाटी,,grooming,NA
2118,चट्ट,,dressed,NA
2119,कपाल,,skull,NA
2120,ओठैमा,,othaima,NA
2121,झ्याप्पै,,jhyappai,NA
2122,कदम,,step,NA
2123,रोकियो,,stopped,NA
2124,फुलको,,flower,NA
2125,बोटैमा,,botany,NA
2126,बिर्कोमा,,lid,NA
2127,ला’को,,zarathustra,NA
2128,चिनीमा,,sugar,सकारात्मक
2129,कसरी,,how,NA
2130,कमिलो,,ant,NA
2131,डाँडाबारीको,,damdabariko,NA
2132,सुन्तला,,orange,NA
2133,गुलियो,,sweet,आशा
2133,गुलियो,,sweet,खुशी
2133,गुलियो,,sweet,सकारात्मक
2133,गुलियो,,sweet,आश्चर्य
2133,गुलियो,,sweet,विश्वास
2134,आमिलो,,amilo,NA
2135,राजाको,,the king,NA
2136,हात्ती,,elephant,NA
2137,सौ,,hundred,NA
2138,तोला,,tola,NA
2139,ल्हासाको,,lhasa,NA
2140,पढाई,,reading,सकारात्मक
2141,लेखाईमा,,"cover,",NA
2142,अब्बल,,the patient,NA
2143,वैज्ञानिक,,scientist,आशा
2143,वैज्ञानिक,,scientist,सकारात्मक
2143,वैज्ञानिक,,scientist,विश्वास
2144,बन्छु,,the verge of,NA
2145,नासाको,,nasa,NA
2146,बघिनिको,,baghiniko,NA
2147,कुखुराको,,poultry,NA
2148,भालेले,,the male,NA
2149,ठुल्ठुला,,huge,NA
2150,पट्याउन,,patyauna,NA
2151,आँट्यो,,hailstorms,NA
2152,कालेले,,kalele,NA
2153,छिमेकी,,neighbors,NA
2154,हुँ,,am,NA
2155,बाघैको,,baghaiko,NA
2156,सन्तान,,children,NA
2157,काली,,kali,NA
2158,नागैको,,nagaiko,NA
2159,रैछ्यौ,,raichyau,NA
2160,मितिनी,,date,NA
2161,कोइली,,coile,NA
2162,कागैको,,kagaiko,NA
2163,मिले,,found,खुशी
2163,मिले,,found,सकारात्मक
2163,मिले,,found,विश्वास
2164,मेला,,fair,सकारात्मक
2165,नमिले,,choosy,NA
2166,झमेला,,mess,घृणा
2166,झमेला,,mess,नकारात्मक
2167,गरौँ,,let's,NA
2168,भोलि,,tomorrow,आशा
2169,फ्यान्टास्स्टिक,,phyantasstika,NA
2170,वओउन्डरफुल,,vaoundaraphula,NA
2171,हुनेथियो,,would,NA
2172,लाइफ,,life,NA
2173,तालैमा,,talaima,NA
2174,हाने,,haney,NA
2175,डाइभ,,dive,NA
2176,एक्लो,,single,NA
2177,जिबनको,,jibon,NA
2178,परब्लम,,parablama,NA
2179,नाचौ,,nacau,NA
2180,पातली,,thin,NA
2181,झमझमी,,jhamajhami,NA
2182,रुझेर,,rujhera,NA
2183,असिना,,hail,नकारात्मक
2183,असिना,,hail,सकारात्मक
2183,असिना,,hail,विश्वास
2184,दाईको,,dai,NA
2185,भाउजुलाई,,the woman,NA
2186,मनपर्यो,,like,NA
2187,इलास्टिक,,elastic,NA
2188,तन्किने,,stretched,NA
2189,राखौला,,rakhaula,NA
2190,फेसबुकमा,,facebook,NA
2191,सेल्फी,,selfie,NA
2192,हेप्पी,,खुशी,आशा
2192,हेप्पी,,खुशी,खुशी
2192,हेप्पी,,खुशी,सकारात्मक
2192,हेप्पी,,खुशी,विश्वास
2193,निर,,at,NA
2194,जैले,,neither,NA
2195,रिसाउनी,,risauni,NA
2196,मिसाउनी,,misauni,NA
2197,फकाउनी,,phakauni,NA
2198,आखुम,,akhuma,NA
2199,रिसाउदा,,risauda,NA
2200,पीरम,,pirama,NA
2201,कल्ले,,calle,NA
2202,बचाउनी,,survival,NA
2203,सेती,,seti,NA
2204,बगर,,beach,खुशी
2205,परेको,,had,NA
2206,नमार,,do not kill,NA
2207,भारी,,heavy,NA
2208,हुदा,,when the,NA
2209,हु,,hu,NA
2210,बिसाउनी,,bissau,NA
2211,रिसाऊदा,,risauda,NA
2212,चखेवाको,,bidari,NA
2213,जोडी,,added,NA
2214,घरिघरि,,rising,आशा
2214,घरिघरि,,rising,खुशी
2214,घरिघरि,,rising,सकारात्मक
2215,टोलाउंछु,,tolaunchu,NA
2216,झसंगै,,jolted,NA
2217,चिज,,cheese,NA
2218,अचम्मै,,आश्चर्य,डर
2218,अचम्मै,,आश्चर्य,खुशी
2218,अचम्मै,,आश्चर्य,सकारात्मक
2218,अचम्मै,,आश्चर्य,आश्चर्य
2219,नयाँ,,new,NA
2220,सल्बलाउने,,salbalaune,NA
2221,चाल,,move,NA
2222,मुस्कुराने,,smile,खुशी
2222,मुस्कुराने,,smile,सकारात्मक
2222,मुस्कुराने,,smile,आश्चर्य
2222,मुस्कुराने,,smile,विश्वास
2223,सजाउंछु,,sajaunchu,NA
2224,दंगै,,dangai,NA
2225,छोयौ,,theirs,NA
2226,मुटुलाई,,hearts,NA
2227,राख्छु,,sion,NA
2228,मुहारलाई,,the face,NA
2229,थाम्छु,,thamchu,NA
2230,हात,,hand,NA
2231,हातलाई,,hand,NA
2232,डुबिरहेछु,,dubirahechu,NA
2233,अध्याँरो,,dark,दुखी 
2234,बिच,,beach,खुशी
2235,शुन्य,,zero,NA
2236,उड्दै,,wind,NA
2237,बादलमा,,the clouds,NA
2238,डुबिरहे,,gitmo,NA
2239,ख्यालमा,,into account,NA
2240,तीन,,three,NA
2241,शब्द,,word,सकारात्मक
2241,शब्द,,word,विश्वास
2242,भनन,,disclosures,NA
2243,i,,i,NA
2244,डुबी,,packed,NA
2245,गरु,,cumbrous,NA
2246,बिनाको,,without,NA
2247,चाहन्न,,not want to,NA
2248,किनकि,,because,NA
2249,संयोग,,combination,NA
2250,परिस्थिति,,situation,NA
2251,सुरुवात,,started,NA
2252,सम्बन्धमा,,relationship,NA
2253,सँधै,,always,NA
2254,बन्न,,to be,NA
2255,बनाउन,,make,NA
2256,संकै,,sankai,NA
2257,गहिरो,,deep,NA
2258,टाढिनै,,tadhinai,NA
2259,लेख्या,,arjuna,NA
2260,समय,,time,आशा
2261,बिबस्ता,,bibasta,NA
2262,सम्हाल्नु,,handling,NA
2263,आँफैलाई,,keilstr,NA
2264,लामो,,long,आशा
2265,उज्ज्वल,,bright,NA
2266,प्रार्थना,,prayer,NA
2267,इज्जत,,honor,सकारात्मक
2267,इज्जत,,honor,विश्वास
2268,रहनेछु,,remain,NA
2269,सुन्दरी,,belle,NA
2270,ठन्डी,,breeze,NA
2271,महिना,,month,NA
2272,जाडो,,winter,NA
2273,गाला,,gala,NA
2274,च्याउरी,,mushroom,NA
2275,परेछ,,of trouble,NA
2276,ठन्डि,,thandi,NA
2277,सोल्टिनिको,,soltiniko,NA
2278,गालैमा,,galaima,NA
2279,हातैमा,,"hand,",NA
2280,औँठि,,aumthi,NA
2281,लगाइदिउँला,,lagaidiumla,NA
2282,मखमलि,,makhamali,NA
2283,चोलि,,coli,NA
2284,सिरबन्दि,,sirabandi,NA
2285,सजाईदिउँला,,sajaidiumla,NA
2286,आको,,ako,NA
2287,पक्कै,,"of course,",NA
2288,आँटे,,tackle,रिस
2288,आँटे,,tackle,आश्चर्य
2289,बस्छौ,,live,NA
2290,गाउँवैमा,,gaumvaima,NA
2291,ल्याउँछु,,bring,NA
2292,जन्ति,,shouting,NA
2293,दैलैमा,,dailaima,NA
2294,डोलिमा,,dolina,NA
2295,चढाइ,,climbing,NA
2296,पछ्यौरिको,,pachyauriko,NA
2297,घुम्टो,,veil,NA
2298,ओढाइदिउँला,,odhaidiumla,NA
2299,नौमति,,naumati,NA
2300,बाजा,,orchestra,रिस
2300,बाजा,,orchestra,खुशी
2300,बाजा,,orchestra,सकारात्मक
2300,बाजा,,orchestra,दुखी 
2300,बाजा,,orchestra,विश्वास
2301,बजाइ,,applause,खुशी
2301,बजाइ,,applause,सकारात्मक
2301,बजाइ,,applause,आश्चर्य
2301,बजाइ,,applause,विश्वास
2302,पाखा,,sidelined,NA
2303,बेसि,,under-,NA
2304,घन्काइदिउला,,ghankaidiula,NA
2305,ज्यानलाई,,soul,NA
2306,खाँचो,,need,NA
2307,अरुण,,arun,NA
2308,थापा,,thapa,NA
2309,रोए,,cry,नकारात्मक
2309,रोए,,cry,दुखी 
2310,हाँसिदिनु,,hamsidinu,NA
2311,पन्छिदिनु,,panchidinu,NA
2312,कहिलेकाही,,sometimes,NA
2313,मिलनका,,inseparably,NA
2314,त्यसलाई,,it,NA
2315,विसर्िदिनु,,visaridinu,NA
2316,यसै,,this,NA
2317,मुल्यवान,,valuable,सकारात्मक
2318,बनिदिनु,,shine,सकारात्मक
2319,बेहोसीएका,,behosieka,NA
2320,पलहरु,,etched,NA
2321,बल्झिन्छ,,regress,नकारात्मक
2322,खेल,,sports,NA
2323,हाँसेर,,with a smile,NA
2324,टारिदिनु,,taridinu,NA
2325,सन्जोग,,accident,डर
2325,सन्जोग,,accident,नकारात्मक
2325,सन्जोग,,accident,दुखी 
2325,सन्जोग,,accident,आश्चर्य
2326,विझाउने,,vijhaune,NA
2327,भुल,,mistakes,NA
2328,त्यसमा,,and,NA
2329,गहिरिदिनु,,gahiridinu,NA
2330,पिडा,,pain,डर
2330,पिडा,,pain,नकारात्मक
2330,पिडा,,pain,दुखी 
2331,बिछोडको,,"hence,",NA
2332,यसरी,,the,NA
2333,जिउन,,to live,NA
2334,गुनगुनाएर,,undertone,NA
2335,हिड्न,,walking,NA
2336,टाढियौ,,tadhiyau,NA
2337,सुन्यतामा,,void,NA
2338,मदेखी,,madekhi,NA
2339,थाकी,,thaki,NA
2340,गोडा,,knee,NA
2341,काँपी,,kampi,NA
2342,छाउछौ,,chauchau,NA
2343,बल्झाइदिई,,baljhaidii,NA
2344,यादलाई,,yadalai,NA
2345,बिलाउछु,,bilauchu,NA
2346,बादलसंगै,,badalasangai,NA
2347,लगाइदिने,,banding,NA
2348,सताइ,,satai,NA
2349,पीडा,,pain,डर
2349,पीडा,,pain,नकारात्मक
2349,पीडा,,pain,दुखी 
2350,सम्झना,,remember,NA
2351,केवल,,only,NA
2352,तीता,,hot,रिस
2353,मीठा,,sweet,आशा
2353,मीठा,,sweet,खुशी
2353,मीठा,,sweet,सकारात्मक
2353,मीठा,,sweet,आश्चर्य
2353,मीठा,,sweet,विश्वास
2354,हराउँछु,,rested,NA
2355,बिचमा,,between,NA
2356,काँपिसके,,kampisake,NA
2357,चिसो,,cold,नकारात्मक
2358,हावामा,,air,NA
2359,त्येसै,,tyesai,NA
2360,बरालिन्छ,,badly,नकारात्मक
2360,बरालिन्छ,,badly,दुखी 
2361,आँधि,,storm,रिस
2361,आँधि,,storm,नकारात्मक
2362,खोज्दछ,,seeks,NA
2363,उकालीको,,twists,NA
2364,तिम्रैतिर,,timraitira,NA
2365,लम्कन्छ,,surmount,NA
2366,झ्यालबाट,,window,NA
2367,हेरेको,,watch,आशा
2367,हेरेको,,watch,डर
2368,आँउदछ,,branded,NA
2369,लुकीचोरी,,lukicori,NA
2370,खोलेको,,opened,NA
2371,पाखामा,,boats,NA
2372,डाँडामा,,mountain,आशा
2373,कुरेको,,waited,NA
2374,बाहेक,,except,NA
2375,अरुलाई,,others,NA
2376,छुने,,touching,NA
2377,हराउछु,,harauchu,NA
2378,पराउछु,,robbery,रिस
2378,पराउछु,,robbery,घृणा
2378,पराउछु,,robbery,डर
2378,पराउछु,,robbery,नकारात्मक
2378,पराउछु,,robbery,दुखी 
2379,फेरिएला,,pheriela,NA
2380,फेरिनेछैन,,pherinechaina,NA
2381,देखाउलान,,dekhaulana,NA
2382,कतिले,,some,NA
2383,लोभहरु,,lobhaharu,NA
2384,डरहरु,,डरs,NA
2385,हेरिने,,watched,NA
2386,सॅगै,,segai,NA
2387,नभए,,although,NA
2388,बाॅचेको,,baeceko,NA
2389,आउनेछैन,,thither,NA
2390,पाउनेठैन,,paunethaina,NA
2391,ठाउॅ,,thaue,NA
2392,खुसीहरु,,khusiharu,NA
2393,साॅचेको,,saeceko,NA
2394,सहिदिन्छु,,sahidinchu,NA
2395,बादल,,cloud,NA
2396,गइदिन्छु,,gaidinchu,NA
2397,चाह्यौ,,plead,NA
2398,दिएकै,,uprightly,NA
2399,खुशीलाई,,teens,नकारात्मक
2399,खुशीलाई,,teens,सकारात्मक
2400,जिएँ,,live it,NA
2401,भइगो,,.that,NA
2402,बिदा,,farewell,NA
2403,भइदिन्छु,,bhaidinchu,NA
2404,छाइदियौ,,chaidiyau,NA
2405,खुशीको,,good,आशा
2405,खुशीको,,good,खुशी
2405,खुशीको,,good,सकारात्मक
2405,खुशीको,,good,आश्चर्य
2405,खुशीको,,good,विश्वास
2406,बहार,,springtime,NA
2407,आइदियौ,,woe,घृणा
2407,आइदियौ,,woe,डर
2407,आइदियौ,,woe,नकारात्मक
2407,आइदियौ,,woe,दुखी 
2408,सृष्टिको,,creation,NA
2409,उपहार,,gift,आशा
2409,उपहार,,gift,खुशी
2409,उपहार,,gift,सकारात्मक
2409,उपहार,,gift,आश्चर्य
,,,,
,,,,
,,,,
2413,खसे,,fell,नकारात्मक
2413,खसे,,fell,दुखी 
2414,नबोले,,cries,NA
2415,भास्से,,bhasse,NA
2416,नहिड्नु,,nahidnu,NA
2417,नदेखे,,invisible,NA
2418,भरीलाई,,bharilai,NA
2419,त्यसै,,the same,NA
2420,गोडमेलै,,godamelai,NA
2421,दिलैको,,grins,NA
2422,चौतारी,,chautari,NA
2423,कुन्नी,,some reason,NA
2424,आभास,,inkling,NA
2425,छुन,,touch,NA
2426,भनौं,,in fact,NA
2427,बिझिदेला,,bijhidela,NA
2428,बसिदेला,,basidela,NA
2429,रुप,,as,NA
2430,हेर्यो,,looked,NA
2431,लोभ्याइ,,lobhyai,NA
2432,हेरिरहें,,beholding,NA
2433,होसै,,carelessly,NA
2434,उडाइ,,flight,NA
2435,लाने,,to bring,NA
2436,चांदी,,silver,NA
2437,सानी,,young,आशा
2437,सानी,,young,खुशी
2437,सानी,,young,सकारात्मक
2437,सानी,,young,आश्चर्य
2438,छोएर,,touching,NA
2439,बगेको,,shed,नकारात्मक
,बगेको,,,दुखी
2440,खाइदिऊला,,khaidiula,NA
2441,मरी,,dead,दुखी
2442,जाउँला,,abram,NA
2443,खाइदिउंला,,khaidiunla,NA
2444,लैजाउँला,,laijaumla,NA
2445,संगसंगै,,embed,NA
2446,साइनोले,,kinship,प्रेम
2447,बाँधिदिउंला,,bamdhidiunla,NA
2448,वचन,,word,सकारात्मक
2448,वचन,,word,विश्वास
2449,गरि,,by,NA
2450,बोलि,,province,NA
2451,देऊ,,give,NA
2452,नलुकाई,,honestly,NA
2453,खोलिदेउन,,kholideuna,NA
2454,चाहा,,snipe,NA
2455,ना,,right,NA
2456,सिउँदो,,verge,आशा
2456,सिउँदो,,verge,डर
2456,सिउँदो,,verge,नकारात्मक
2457,भर्रौंला,,bharraunla,NA
2458,बाँधे,,bound,नकारात्मक
2459,ज्यानै,,lives,NA
2460,दि,,the,NA
2461,दिउंला,,diunla,NA
2462,बहेको,,whirlwinds,NA
2463,सहि,,right,NA
2464,सरि,,similes,NA
2465,सयौँ,,hundreds of,NA
2466,तरिदिउंला,,taridiunla,प्रेम
2467,पठाउनेलाई,,sent,NA
2468,आइदिउंला,,aidiunla,NA
2469,गर्दिन,,do not,NA
2470,बैमानी,,unfaithfulness,प्रेम
2471,भैदिउंला,,bhaidiunla,NA
2472,खाईदिउंला,,khaidiunla,NA
2473,शनिबार,,saturday,NA
2474,बिहानै,,in the morning,NA
2475,हिडे,,resting,NA
2476,फिलिम,,film,NA
2477,हेर्नलाई,,see,NA
2478,बसेहै,,basehai,NA
2479,बाल्कुनिको,,balkuniko,NA
2480,कुनामा,,corner,NA
2481,फिल्म,,film,NA
2482,हेर्ने,,view,NA
2483,धुनमा,,duck,NA
2484,अँध्यारोमा,,dark,दुखी 
,अँध्यारोमा,,,प्रेम
2485,छाम्मछुम्म,,chammachumma,NA
2486,सुन्दरीजल,,sundarijal,NA
2487,खोलामा,,the river,NA
2488,बुक,,book,NA
2489,राखी,,rakhi,NA
2490,झोलामा,,bag,NA
2491,पढ्नी,,padhni,NA
2492,चन्द्रगिरि,,candragiri,NA
2493,डाँडईमा,,damdaima,NA
2494,डेटिंग,,dating,प्रेम
2495,गाको,,nga,NA
