no,word,English,sentiment
1535,पिरले,shock,आश्चर्य
1536,पिरहरुसित,,आशा
1537,पिरहरुसित,piraharusita,दुःखी 
1538,पिरहरू,piraharu,दुःखी 
1539,पिरो,pyro,आश्चर्य
1540,पीडा,pain,डर
1541,पीडा,pain,नकारात्मक
1542,पीडा,pain,दुःखी 
1543,पीडाहरु,pidaharu,दुःखी 
1544,पीर,Pir,दुःखी 
1545,पीरतिको,piratiko,प्रेम
1546,पीरतिको,,हर्ष
1547,पीरम,pirama,प्रेम
1548,पुगेथ्यौँ,pugethyaum,सकारात्मक
1549,पुगेर,reached,आशा
1550,पुण्य,saintly,आशा
1551,पुण्य,saintly,हर्ष
1552,पुण्य,saintly,सकारात्मक
1553,पुण्य,saintly,आश्चर्य
1554,पुण्य,saintly,विश्वास
1555,पुरा,full,सकारात्मक
1556,पुर्खा,father,विश्वास
1557,पुर्खा,,देशभक्त
1558,पुर्खाले,fathers,देशभक्त
1559,पूर्वमा,east,देशभक्त
1560,पैसाको,money,रिस
1561,पैसाको,money,आशा
1562,पैसाको,money,हर्ष
1563,पैसाको,money,सकारात्मक
1564,पैसाको,money,आश्चर्य
1565,पैसाको,money,विश्वास
1566,पोखाउ,pokhau,डर
1567,पोखाउछु,pokhauchu,दुःखी 
1568,पोखु,pokhu,दुःखी 
1569,पोल्ने,heat,दुःखी 
1570,प्यार,love,हर्ष
1571,प्यार,love,सकारात्मक
1572,प्यारा,प्रेमly,आशा
1573,प्यारा,प्रेमly,हर्ष
1574,प्यारा,प्रेमly,सकारात्मक
1575,प्यारा,प्रेमly,दुःखी 
1576,प्यारा,प्रेमly,आश्चर्य
1577,प्यारा,प्रेमly,विश्वास
1578,प्यारा,,प्रेम
1579,प्यारा,,देशभक्त
1580,प्यारो,dear,सकारात्मक
1581,प्यास,thirst,आशा
1582,प्यास,thirst,दुःखी 
1583,प्यास,thirst,आश्चर्य
1584,प्रकृति,nature,सकारात्मक
1585,प्रकृतिका,nature,हर्ष
1586,प्रगति,progress,आशा
1587,प्रगति,progress,हर्ष
1588,प्रगति,progress,सकारात्मक
1589,प्रचण्ड,Prachanda,देशभक्त
1590,प्रजा,people,देशभक्त
1591,प्रतापी,august,सकारात्मक
1592,प्रतिक्ष,Pratikchya,प्रेम
1593,प्रतिक्षा,wait,आशा
1594,प्रतिक्षा,wait,नकारात्मक
1595,प्रभावले,the influence,डर
1596,प्रभावले,,दुःखी 
1597,प्रभुको,the lord,देशभक्त
1598,प्रयास,try,सकारात्मक
1599,प्रवास,migration,दुःखी 
1600,प्रसस्त,enough,सकारात्मक
1601,प्रहार,strike,रिस
1602,प्रहार,strike,नकारात्मक
1603,प्रहार,#VALUE!,देशभक्त
1604,प्राणभन्दा,mankind,सकारात्मक
1605,प्राप्ति,receipt,सकारात्मक
1606,प्रार्थना,prayer,सकारात्मक
1607,प्रार्थना,prayer,आशा
1608,प्रित,a blind,प्रेम
1609,प्रित,a blind,हर्ष
1610,प्रिती,preeti,प्रेम
1611,प्रिती,,हर्ष
1612,प्रिथ्बीमा,prithbima,देशभक्त
1613,प्रियसी,valentine,प्रेम
1614,प्रियसी,valentine,प्रेम
1615,प्रियसीका,valentine,प्रेम
1616,प्रियाले,priya,प्रेम
1617,प्रीतको,preet,प्रेम
1618,प्रीतको,,हर्ष
1619,प्रीतले,pritale,प्रेम
1620,प्रीति,प्रेम,हर्ष
1621,प्रीति,प्रेम,प्रेम
1622,प्रीति,प्रेम,सकारात्मक
1623,प्रीती,preethi,प्रेम
1624,प्रीती,,हर्ष
1625,प्रेम,store,सकारात्मक
1626,प्रेम,प्रेम,हर्ष
1627,प्रेम,प्रेम,सकारात्मक
1628,प्रेम,प्रेम,हर्ष
1629,प्रेम,प्रेम,सकारात्मक
1630,प्रेमका,प्रेम,हर्ष
1631,प्रेमका,प्रेम,सकारात्मक
1632,प्रेमको,प्रेम,हर्ष
1633,प्रेमको,,प्रेम
1634,प्रेमको,प्रेम,सकारात्मक
1635,प्रेमपत्र,प्रेम letter,प्रेम
1636,प्रेमलाई,प्रेम,हर्ष
1637,प्रेमलाई,प्रेम,सकारात्मक
1638,प्रेमले,प्रेम,हर्ष
1639,प्रेमले,प्रेम,सकारात्मक
1640,प्रेमी,lover,आशा
1641,प्रेमी,lover,हर्ष
1642,प्रेमी,lover,सकारात्मक
1643,प्रेमी,lover,विश्वास
1644,फकाई,influence,नकारात्मक
1645,फकाई,,प्रेम
1646,फकाई,influence,सकारात्मक
1647,फकाउदा,phakauda,प्रेम
1648,फकाउनलाई,seduce,नकारात्मक
1649,फाटे,rent,नकारात्मक
1650,फाल्यौ,phalyau,दुःखी 
1651,फिल्म,film,आशा
1652,फुटेसरी,phutesari,दुःखी 
1653,फुट्यो,freed,दुःखी 
1654,फुल,full,सकारात्मक
1655,फुलका,scone,प्रेम
1656,फुलको,flower,हर्ष
1657,फुलेछ,phulecha,सकारात्मक
1658,फुल्छ,grow,आशा
1659,फुल्छ,grow,हर्ष
1660,फुल्छ,grow,सकारात्मक
1661,फुल्छ,grow,विश्वास
1662,फुल्दैन,haughtiness,दुःखी 
1663,फुल्दैन,haughtiness,नकारात्मक
1664,फुल्ने,flowering,सकारात्मक
1665,फुल्नै,phulnai,सकारात्मक
1666,फुल्यो,blossom,हर्ष
1667,फुल्यो,blossom,सकारात्मक
1668,फूल,flower,हर्ष
1669,फूल,flower,प्रेम
1670,फूलबुट्टा,the hems,हर्ष
1671,फूलसितै,phulasitai,प्रेम
1672,फूली,varicose,नकारात्मक
1673,फूले,bloated,सकारात्मक
1674,फूले,bloated,हर्ष
1675,फेर्न,change,डर
1676,फेवा,phewa,प्रेम
1677,फैलियोस्,spread,सकारात्मक
1678,फोटो,photograph,प्रेम
1679,फोड,tore,दुःखी 
1680,फ्यान्टास्स्टिक,phyantasstika,आशा
1681,फ्यान्टास्स्टिक,phyantasstika,सकारात्मक
1682,फ्शहयो,phsahayo,प्रेम
1683,बगल,next,प्रेम
1684,बगाइ,turneth,दुःखी 
1685,बगी,buggy,दुःखी 
1686,बगेको,shed,नकारात्मक
1687,बगेको,,दुःखी 
1688,बग्ने,flow,सकारात्मक
1689,बग्यो,shed,नकारात्मक
1690,बचनमा,rooted,सकारात्मक
1691,बचनमा,rooted,विश्वास
1692,बजाइ,applause,हर्ष
1693,बजाइ,applause,सकारात्मक
1694,बजाइ,applause,आश्चर्य
1695,बजाइ,applause,विश्वास
1696,बजार,markets,हर्ष
1697,बजारमा,market,हर्ष
1698,बटाैलीको,bataailiko,देशभक्त
1699,बढी,more,सकारात्मक
1700,बढ्यो,increased,सकारात्मक
1701,बतास,wind,दुःखी 
1702,बतास,,डर
1703,बतास,,हर्ष
1704,बतासको,wind,डर
1705,बतासमा,wind,आशा
1706,बतासैले,batasaile,दुःखी 
1707,बत्तिमा,light,विश्वास
1708,बत्ती,light,सकारात्मक
1709,बदला,revenge,रिस
1710,बदला,revenge,आशा
1711,बदला,revenge,डर
1712,बदला,revenge,नकारात्मक
1713,बदला,revenge,आश्चर्य
1714,बदलेला,changed,विश्वास
1715,बदलेला,,सकारात्मक
1716,बन,became,देशभक्त
1717,बनाउन,make,सकारात्मक
1718,बनिदिनु,shine,सकारात्मक
1719,बनैमा,banaima,सकारात्मक
1720,बनोस्,flourish,सकारात्मक
1721,बन्दकी,bandaki,नकारात्मक
1722,बन्धन,fastening,प्रेम
1723,बन्न,to be,सकारात्मक
1724,बन्नेलाई,becoming,आशा
1725,बन्ला,the impasse,विश्वास
1726,बरालिन्छ,badly,नकारात्मक
1727,बरालिन्छ,badly,दुःखी 
1728,बरियो,bariyo,दुःखी 
1729,बरी,Bury,दुःखी 
1730,बर्बाद,waste,घृणा
1731,बर्बाद,waste,नकारात्मक
1732,बर्षा,rain,प्रेम
1733,बर्षौ,skilled,सकारात्मक
1734,बल,strength,सकारात्मक
1735,बल,strength,विश्वास
1736,बलियो,strong,प्रेम
1737,बलिरहने,everlasting,सकारात्मक
1738,बल्झिन्छ,regress,नकारात्मक
1739,बल्दैन,ends,नकारात्मक
1740,बल्यो,fragile,डर
1741,बल्यो,fragile,नकारात्मक
1742,बल्यो,fragile,दुःखी 
1743,बल्ल,"finally,",आशा
1744,बशमा,to govern,प्रेम
1745,बसन्त,spring,हर्ष
1746,बसन्तमा,at,प्रेम
1747,बसन्तमा,at,हर्ष
1748,बसन्ती,basanti,प्रेम
1749,बसिरहने,stay,सकारात्मक
1750,बस्न,to live,सकारात्मक
1751,बस्नु,stay,सकारात्मक
1752,बहाना,excuse,नकारात्मक
1753,बहिनी,sister,सकारात्मक
1754,बाघैको,baghaiko,डर
1755,बाचामा,promise,हर्ष
1756,बाचामा,promise,सकारात्मक
1757,बाचामा,promise,विश्वास
1758,बाचिदिंछ,bacidincha,प्रेम
1759,बाचिदिंछ,bacidincha,देशभक्त
1760,बाँचिदेउ,bamcideu,सकारात्मक
1761,बाँचिरहे,to live,प्रेम
1762,बाँचिरहे,,सकारात्मक
1763,बाँचुन्जेल,as long as,सकारात्मक
1764,बाँचे,survived,सकारात्मक
1765,बाँचौला,may live,सकारात्मक
1766,बाँचौला,,हर्ष
1767,बाँच्छ,lives,सकारात्मक
1768,बाच्छु,bacchu,सकारात्मक
1769,बाच्छु,,हर्ष
1770,बाँच्न,live,प्रेम
1771,बाँच्न,live,दुःखी 
1772,बाँच्नु,to live,प्रेम
1773,बाजा,orchestra,रिस
1774,बाजा,orchestra,हर्ष
1775,बाजा,orchestra,सकारात्मक
1776,बाजा,orchestra,दुःखी 
1777,बाजा,orchestra,विश्वास
1778,बाटो,way,दुःखी 
1779,बाटो,way,प्रेम
1780,बाटो,way,देशभक्त
1781,बाडछ,badacha,हर्ष
1782,बाडछ,,सकारात्मक
1783,बाडौ,badau,सकारात्मक
1784,बाँड्न,share,आशा
1785,बाँड्न,share,हर्ष
1786,बाँड्न,share,सकारात्मक
1787,बाँड्न,share,विश्वास
1788,बादल,cloud,दुःखी 
1789,बादल,cloud,नकारात्मक
1790,बादलमा,the clouds,सकारात्मक
1791,बादलमा,the clouds,हर्ष
1792,बादलले,cloud,नकारात्मक
1793,बादलु,cloudy,दुःखी 
1794,बाधा,interruption,दुःखी 
1795,बाँधी,,नकारात्मक
1796,बाँधी,bound,प्रेम
1797,बाँधे,bound,नकारात्मक
1798,बाँधेर,bind,प्रेम
1799,बाँध्यतामा,bamdhyatama,दुःखी 
1800,बाँध्यतामा,bamdhyatama,प्रेम
1801,बाबा,grandfather,विश्वास
1802,बाबाले,father,विश्वास
1803,बारात,procession,हर्ष
1804,बारात,,प्रेम
1805,बारात,procession,सकारात्मक
1806,बारात,procession,दुःखी 
1807,बारात,procession,आश्चर्य
1808,बालक,child,आशा
1809,बालक,child,हर्ष
1810,बालक,child,सकारात्मक
1811,बास,bass,सकारात्मक
1812,बासना,tarry,नकारात्मक
1813,बाहार,Bahar,प्रेम
1814,बिउझाउँछन,biujhaumchana,नकारात्मक
1815,बिकी,sold,देशभक्त
1816,बिग्रेका,corrupted,दुःखी 
1817,बिग्रेको,corrupted,दुःखी 
1818,बिच,beach,हर्ष
1819,बिचार,thought,आशा
1820,बिछोड,separation,दुःखी 
1821,बिछोडको,"hence,",दुःखी 
1822,बिछोडमै,bichodamai,दुःखी 
1823,बिछोडमै,,प्रेम
1824,बिछोड्लाई,bichodlai,दुःखी 
1825,बिछोड्लाई,bichodlai,प्रेम
1826,बिझेछ,aback,दुःखी 
1827,बिताउने,live,आशा
1828,बिताए,spent,नकारात्मक
1829,बितिरहेछ,sighing,दुःखी 
1830,बितिसके,passed away,दुःखी 
1831,बितीसके,have passed,सकारात्मक
1832,बितेकाे,bitekae,आश्चर्य
1833,बितेको,past,डर
1834,बित्यो,passed,दुःखी 
1835,बिदा,farewell,दुःखी 
1836,बिदा,farewell,आशा
1837,बिना,without,नकारात्मक
1838,बिन्ति,petition,दुःखी 
1839,बिपनीमा,bipanima,सकारात्मक
1840,बिबस्ता,bibasta,आशा
1841,बिरह,birha,दुःखी 
1842,बिरानो,strangers,दुःखी 
1843,बिर्सन,forget,नकारात्मक
1844,बिर्सने,forgetful,दुःखी 
1845,बिर्सने,,नकारात्मक
1846,बिर्सने,,घृणा
1847,बिर्सु,birsu,दुःखी 
1848,बिर्सु,,प्रेम
1849,बिर्सेर,forgetting,दुःखी 
1850,बिलम्ब,delay,रिस
1851,बिलम्ब,delay,घृणा
1852,बिलम्ब,delay,डर
1853,बिलम्ब,delay,नकारात्मक
1854,बिलम्ब,delay,दुःखी 
1855,बिवसता,bivasata,प्रेम
1856,बिशाल,large,प्रेम
1857,बिशाल,large,देशभक्त
1858,बिश्वास,believe,प्रेम
1859,बिश्वास,believe,हर्ष
1860,बिश्वास,believe,देशभक्त
1861,बिश्‍वास,believe,विश्वास
1862,बिहान,in the morning,सकारात्मक
1863,बिहान,,हर्ष
1864,बिहानी,morning,सकारात्मक
1865,बिहानी,,हर्ष
1866,बिहानीको,morning,आशा
1867,बिहानीहरु,bihaniharu,सकारात्मक
1868,बिहे,married,हर्ष
1869,बीच,beach,हर्ष
1870,बुझन,understanding,सकारात्मक
1871,बुझन,understanding,विश्वास
1872,बुझाउनी,UNDERSTANDING,सकारात्मक
1873,बुझाउनी,UNDERSTANDING,विश्वास
1874,बुझाउने,submit,आशा
1875,बुट्टा,embroidery,सकारात्मक
1876,बुढी,The woman,प्रेम
1877,बुद्ध,buddha,देशभक्त
1878,बुद्धले,buddha,देशभक्त
1879,बुलकी,bulaki,सकारात्मक
1880,बूढापाखा,budhapakha,विश्वास
1881,बृक्षलाई,tree,रिस
1882,बृक्षलाई,tree,आशा
1883,बृक्षलाई,tree,घृणा
1884,बृक्षलाई,tree,हर्ष
1885,बृक्षलाई,tree,सकारात्मक
1886,बृक्षलाई,tree,आश्चर्य
1887,बृक्षलाई,tree,विश्वास
1888,बेग्लै,different,दुःखी 
1889,बेदना,pain,डर
1890,बेदना,pain,नकारात्मक
1891,बेदना,pain,दुःखी 
1892,बेर,plum,सकारात्मक
1893,बेला,time,आशा
1894,बेस,base,विश्वास
1895,बेस्सरी,Violently,रिस
1896,बेस्सरी,Violently,घृणा
1897,बेस्सरी,Violently,डर
1898,बेस्सरी,Violently,नकारात्मक
1899,बेस्सरी,Violently,दुःखी 
1900,बेहिसाब,incalculable,नकारात्मक
1901,बेहोसी,careless,दुःखी 
1902,बैनीले,the iceberg,प्रेम
1903,बैमानी,unfaithfulness,प्रेम
1904,बैर,hostility,रिस
1905,बैर,hostility,घृणा
1906,बैर,hostility,नकारात्मक
1907,बैरी,Barry,दुःखी 
1908,बैस,bass,प्रेम
1909,बैसैमा,bezai,प्रेम
1910,बोकेर,carry,विश्वास
1911,बोझ,load,दुःखी 
1912,बोलाईमा,summoned,प्रेम
1913,बोलाउँछ,calls,आशा
1914,बोलाउँछ,calls,नकारात्मक
1915,बोलाउँछ,calls,विश्वास
1916,बोलीले,words,रिस
1917,बोलीले,words,नकारात्मक
1918,ब्यथा,koshish,दुःखी 
1919,ब्य्थाहरु,bythaharu,दुःखी 
1920,भइगो,.that,नकारात्मक
1921,भई,Well,हर्ष
1922,भईदिनु,bhaidinu,आशा
1923,भक्ती,devotion,सकारात्मक
1924,भक्ती,devotion,प्रेम
1925,भगवान,god,आशा
1926,भगवान,god,डर
1927,भगवान,god,हर्ष
1928,भगवान,god,सकारात्मक
1929,भगवान,god,विश्वास
1930,भटभटे,bhatabhate,प्रेम
1931,भटभटेमा,bhatabhatema,प्रेम
1932,भनुँ,hide,डर
1933,भनोस्,hearing,डर
1934,भनोस्,hearing,नकारात्मक
1935,भन्ज्याङ्गले,bhanjyangale,देशभक्त
1936,भन्दिन,neither,विश्वास
1937,भन्नैसकेन,bhannaisakena,दुःखी 
1938,भबिष्य,future,विश्वास
1939,भये,bhaye,डर
1940,भर,fill,विश्वास
1941,भरपुर,full of,सकारात्मक
1942,भरपुर,full of,प्रेम
1943,भरिएका,full,सकारात्मक
1944,भरिएको,full,सकारात्मक
1945,भरी,full,सकारात्मक
1946,भरेको,full,सकारात्मक
1947,भरोशा,the boldness,विश्वास
1948,भरोशा,,प्रेम
1949,भरोशा,,दुःखी 
1950,भरोस,although they,सकारात्मक
1951,भरोसाको,trust,विश्वास
1952,भरोसामा,trust,प्रेम
1953,भरोसामा,trust,देशभक्त
1954,भर्ला,bharla,विश्वास
1955,भाइ,brother,सकारात्मक
1956,भाइ,brother,विश्वास
1957,भाइचारा,brotherhood,सकारात्मक
1958,भाइचारा,,प्रेम
1959,भाइचारा,brotherhood,विश्वास
1960,भाइले,brother,सकारात्मक
1961,भाइले,brother,विश्वास
1962,भाईटिकामा,bhaitikama,सकारात्मक
1963,भाईलो,bhailo,देशभक्त
1964,भाकल,vow,आशा
1965,भाकल,vow,हर्ष
1966,भाकल,vow,सकारात्मक
1967,भाकल,vow,विश्वास
1968,भागिदिंछ,bhagidincha,दुःखी 
1969,भागी,partner,सकारात्मक
1970,भागेर,flee,डर
1971,भागेर,flee,नकारात्मक
1972,भाग्ने,escape,आशा
1973,भाग्ने,escape,डर
1974,भाग्ने,escape,नकारात्मक
1975,भाग्ने,escape,सकारात्मक
1976,भाग्य,fate,आशा
1977,भाग्य,fate,नकारात्मक
1978,भाग्य,fate,दुःखी 
1979,भाग्य,,सकारात्मक
1980,भाग्यको,the fate,दुःखी 
1981,भाग्यको,the fate,प्रेम
1982,भाग्यमा,granted,सकारात्मक
1983,भाग्यलाई,fate,आशा
1984,भाग्यलाई,fate,नकारात्मक
1985,भाबीले,bhabile,नकारात्मक
1986,भार,weight,आशा
1987,भार,weight,घृणा
1988,भार,weight,डर
1989,भार,weight,हर्ष
1990,भार,weight,नकारात्मक
1991,भार,weight,सकारात्मक
1992,भार,weight,दुःखी 
1993,भार,weight,आश्चर्य
1994,भार,weight,विश्वास
1995,भारत,india,देशभक्त
1996,भार्इ,bhari,प्रेम
1997,भाव,price,सकारात्मक
1998,भावना,sense,सकारात्मक
1999,भावनामा,emotions,प्रेम
2000,भावनामा,emotions,दुःखी 
2001,भावनाहरु,emotions,प्रेम
2002,भावीको,future,दुःखी 
2003,भावीले,bhâvile,दुःखी 
2004,भिजेको,wet,दुःखी 
2005,भिजेछु,bhijechu,प्रेम
2006,भिज्यो,drenched,प्रेम
2007,भित्रभित्रै,wrestle,दुःखी 
2008,भित्रभित्रै,,हर्ष
2009,भिनाजुको,her husband,सकारात्मक
2010,भिर,gird,नकारात्मक
2011,भिरमा,cliff,डर
2012,भिरैमा,bhiraima,नकारात्मक
2013,भुतुक्कै,foolish,नकारात्मक
2014,भुतुक्कै,,हर्ष
2015,भुरूरुरुरु,bhururururu,प्रेम
2016,भुल,mistakes,नकारात्मक
2017,भुलाईदेला,bhulaidela,दुःखी 
2018,भुलि,beseech,प्रेम
2019,भुलेको,,दुःखी 
2020,भुलेको,forget,नकारात्मक
2021,भुलेछु,guidance and,दुःखी 
2022,भुलेर,absentmindedly,दुःखी 
2023,भुल्छ,godless,रिस
2024,भुल्छ,godless,नकारात्मक
2025,भुल्न,misery,रिस
2026,भुल्न,misery,घृणा
2027,भुल्न,misery,डर
2028,भुल्न,misery,नकारात्मक
2029,भुल्न,misery,दुःखी 
2030,भूपति,Bhupathi,देशभक्त
2031,भृकुटी,eyebrow,देशभक्त
2032,भेट,meet,सकारात्मक
2033,भेट,,हर्ष
2034,भेटघाट,Drink,हर्ष
2035,भेटे,found,हर्ष
2036,भेटे,found,सकारात्मक
2037,भेटे,found,विश्वास
2038,भेट्न,visit,सकारात्मक
2039,भेला,together,सकारात्मक
2040,भोलि,tomorrow,आशा
2041,मक्ख,thrill,आशा
2042,मक्ख,thrill,डर
2043,मक्ख,thrill,हर्ष
2044,मक्ख,thrill,सकारात्मक
2045,मक्ख,thrill,आश्चर्य
2046,मखमलि,makhamali,प्रेम
2047,मगनी,engaged,आशा
2048,मगनी,engaged,हर्ष
2049,मगनी,engaged,सकारात्मक
2050,मगनी,engaged,विश्वास
2051,मगमगे,magamage,प्रेम
2052,मंगल,auspicious,आशा
2053,मंगल,auspicious,हर्ष
2054,मंगल,auspicious,सकारात्मक
2055,मजा,fun,आशा
2056,मजा,fun,हर्ष
2057,मजा,fun,सकारात्मक
2058,मण्डली,congregation,सकारात्मक
2059,मण्डली,congregation,विश्वास
2060,मधुमास,spring,हर्ष
2061,मधुरो,dim,दुःखी 
2062,मधेश,madhes,देशभक्त
2063,मन,mind,प्रेम
2064,मनका,bead,प्रेम
2065,मनको,heart,प्रेम
2066,मनको,heart,दुःखी 
2067,मनको,heart,हर्ष
2068,मनपराएँ,,दुःखी 
2069,मनपराएँ,liked,प्रेम
2070,मनपर्यो,like,प्रेम
2071,मनभरी,Selah,प्रेम
2072,मनभित्र,heart,प्रेम
2073,मनमा,heart,आशा
2074,मनलाई,heart,प्रेम
2075,मनलाई,,दुःखी 
2076,मनलाई,,हर्ष
2077,मनले,heart,प्रेम
2078,मनसंग,manasanga,प्रेम
2079,मनैमा,think-,प्रेम
2080,मन्दिरमा,house,सकारात्मक
2081,ममको,mamako,सकारात्मक
2082,ममको,,प्रेम
2083,मरिरहनु,dying,रिस
2084,मरिरहनु,dying,घृणा
2085,मरिरहनु,dying,डर
2086,मरिरहनु,dying,नकारात्मक
2087,मरिरहनु,dying,दुःखी 
2088,मरी,dead,दुःखी 
2089,मरे,dead,दुःखी 
2090,मरेको,dead,दुःखी 
2091,मरेछन,marechana,दुःखी 
2092,मरेपछि,death,रिस
2093,मरेपछि,death,आशा
2094,मरेपछि,death,घृणा
2095,मरेपछि,death,डर
2096,मरेपछि,death,नकारात्मक
2097,मरेपछि,death,दुःखी 
2098,मरेपछि,death,आश्चर्य
2099,मरेर,dead,दुःखी 
2100,मर्छु,thither,दुःखी 
2101,मर्दैन,die,डर
2102,मर्दैन,die,नकारात्मक
2103,मर्दैन,die,दुःखी 
2104,मर्नु,death,रिस
2105,मर्नु,death,आशा
2106,मर्नु,death,घृणा
2107,मर्नु,death,डर
2108,मर्नु,death,नकारात्मक
2109,मर्नु,death,दुःखी 
2110,मर्नु,death,आश्चर्य
2111,मर्ने,die,डर
2112,मर्ने,die,नकारात्मक
2113,मर्ने,die,दुःखी 
2114,मर्नेछौं,die,डर
2115,मर्नेछौं,die,नकारात्मक
2116,मर्नेछौं,die,दुःखी 
2117,मर्यादाको,dignity,सकारात्मक
2118,मर्यादाको,dignity,विश्वास
2119,मर्यो,dead,दुःखी 
2120,मंसिर,december,प्रेम
2121,महाकाली,mahakali,देशभक्त
2122,महान्,great,सकारात्मक
2123,महाराजाधिराजको,Your Highness,देशभक्त
2124,माइति,maiti,प्रेम
2125,माईती,maiti,सकारात्मक
2126,माटो,soil,घृणा
2127,माटो,soil,नकारात्मक
2128,माटो,,देशभक्त
2129,माटोमा,soil,घृणा
2130,माटोमा,soil,नकारात्मक
2131,माटोमा,,देशभक्त
2132,मातृभूमि,motherland,देशभक्त
2133,मात्रै,only,नकारात्मक
2134,मान्दैन,transgressors,नकारात्मक
2135,माफी,sorry,दुःखी 
2136,माफी,sorry,दुःखी 
2137,माया,illusion,नकारात्मक
2138,माया,,प्रेम
2139,माया,illusion,आश्चर्य
2140,मायाँ,ana,प्रेम
2141,माँया,mother.either,प्रेम
2142,मायाको,प्रेम,हर्ष
2143,मायाको,,प्रेम
2144,मायाको,प्रेम,सकारात्मक
2145,मायाममतामा,cared for,प्रेम
2146,मायामा,in प्रेम,प्रेम
2147,मायालाई,maya,प्रेम
2148,मायालु,loving,हर्ष
2149,मायालु,loving,सकारात्मक
2150,मायालु,,प्रेम
2151,मायालु,loving,विश्वास
2152,मायालुको,loving,हर्ष
2153,मायालुको,loving,सकारात्मक
2154,मायालुको,loving,विश्वास
2155,मायाले,प्रेम,हर्ष
2156,मायाले,प्रेम,सकारात्मक
2157,मायैले,mayaile,प्रेम
2158,मार,kill,डर
2159,मार,kill,नकारात्मक
2160,मार,kill,दुःखी 
2161,मारुनी,maru,देशभक्त
2162,मारेर,killing,रिस
2163,मारेर,killing,डर
2164,मारेर,killing,नकारात्मक
2165,मारेर,killing,दुःखी 
2166,मार्थे,marthe,डर
2167,मार्थे,marthe,दुःखी 
2168,मार्योउ,maryou,डर
2169,मार्योउ,maryou,दुःखी 
2170,माला,garland,प्रेम
2171,माहात्मा,mahatma,देशभक्त
2172,मिठा,sweet,आशा
2173,मिठा,sweet,हर्ष
2174,मिठा,sweet,सकारात्मक
2175,मिठा,sweet,आश्चर्य
2176,मिठा,sweet,विश्वास
2177,मिठो,sweet,आशा
2178,मिठो,sweet,हर्ष
2179,मिठो,sweet,सकारात्मक
2180,मिठो,,प्रेम
2181,मिठो,sweet,आश्चर्य
2182,मिठो,sweet,विश्वास
2183,मितिनी,date,विश्वास
2184,मितिनी,date,सकारात्मक
2185,मितिनी,date,हर्ष
2186,मिर्मिरेमै,mirmiremai,प्रेम
2187,मिर्मिरेसङ्गै,mirmiresangai,आशा
2188,मिलन,union,सकारात्मक
2189,मिलन,,हर्ष
2190,मिलन,,प्रेम
2191,मिलनका,inseparably,हर्ष
2192,मिलाईदेउ,milaideu,सकारात्मक
2193,मिली,found,हर्ष
2194,मिली,found,सकारात्मक
2195,मिली,found,विश्वास
2196,मिले,found,हर्ष
2197,मिले,found,सकारात्मक
2198,मिले,found,विश्वास
2199,मिलेन,invalid,दुःखी 
2200,मिलेर,together,सकारात्मक
2201,मिल्छ,matches,सकारात्मक
2202,मिल्दै,merging,प्रेम
2203,मिसन,mission,देशभक्त
2204,मीठा,sweet,आशा
2205,मीठा,sweet,हर्ष
2206,मीठा,sweet,सकारात्मक
2207,मीठा,sweet,आश्चर्य
2208,मीठा,sweet,विश्वास
2209,मीठो,sweet,आशा
2210,मीठो,sweet,हर्ष
2211,मीठो,sweet,सकारात्मक
2212,मीठो,sweet,आश्चर्य
2213,मीठो,sweet,विश्वास
2214,मीठ्ठो,miththo,सकारात्मक
2215,मीत,friend,हर्ष
2216,मीत,friend,सकारात्मक
2217,मीत,friend,विश्वास
2218,मुक्त,free,सकारात्मक
2219,मुक्ति,salvation,आशा
2220,मुक्ति,salvation,हर्ष
2221,मुक्ति,salvation,सकारात्मक
2222,मुक्ति,salvation,विश्वास
2223,मुखै,mouth,आश्चर्य
2224,मुटु,heart,प्रेम
2225,मुटुको,heart,प्रेम
2226,मुटुको,,हर्ष
2227,मुटुको,,दुःखी 
2228,मुटुभित्र,goeth,प्रेम
2229,मुटुमा,heart,प्रेम
2230,मुटुमाझ,mutumajha,देशभक्त
2231,मुटुमै,seas,प्रेम
2232,मुटुमै,,दुःखी 
2233,मुटुलाई,hearts,प्रेम
2234,मुटुले,beating,रिस
2235,मुटुले,beating,डर
2236,मुटुले,beating,नकारात्मक
2237,मुटुले,beating,दुःखी 
2238,मुत्ने,mutne,दुःखी 
2239,मुत्ने,mutne,नकारात्मक
2240,मुर्छना,murchana,दुःखी 
2241,मुर्ति,statue,सकारात्मक
2242,मुर्तिमा,statue,सकारात्मक
2243,मुल्यवान,valuable,सकारात्मक
2244,मुस्कान,smile,हर्ष
2245,मुस्कान,smile,सकारात्मक
2246,मुस्कान,smile,आश्चर्य
2247,मुस्कान,smile,विश्वास
2248,मुस्कानमा,smile,हर्ष
2249,मुस्कानमा,smile,सकारात्मक
2250,मुस्कानमा,smile,आश्चर्य
2251,मुस्कानमा,smile,विश्वास
2252,मुस्कानले,smiling,हर्ष
2253,मुस्कानले,smiling,सकारात्मक
2254,मुस्कानले,smiling,प्रेम
2255,मुस्कुराने,smile,हर्ष
2256,मुस्कुराने,smile,सकारात्मक
2257,मुस्कुराने,smile,आश्चर्य
2258,मुस्कुराने,smile,विश्वास
2259,मुहार,the face,हर्ष
2260,मुहार,the face,प्रेम
2261,मुहारलाई,the face,प्रेम
