lyrics,title,artist,sentiment
"केटा:
दुई चुल्ठी बाट्नेलाई, पटुकी कस्नेलाई
दुई चुल्ठी बाट्नेलाई, पटुकी कस्नेलाई
लैजाउं लैजाउं लाग्छ, हौ लैजाउं लैजाउं लाग्छ
केटी:
ढाका टोपी लाउनेलाई, त्यो आँखा सन्काउनेलाई
ढाका टोपी लाउनेलाई, त्यो आँखा सन्काउनेलाई
रोजूं रोजूं लाग्छ, हौ रोजूं रोजूं लाग्छ
केटा केटी:
मन मिले मन साटौंला, चोखो माया गांसौंला
मन मिले मन साटौंला, चोखो माया गांसौंला
ज्यानै दिए डांडई काटौंला, हौ ज्यानै दिए डांड्यै काटौंला
केटा:
सिम खेतलाई सिमकै पानी, टारी खेतलाई कुलो
सिम खेतलाई सिमकै पानी, टारी खेतलाई कुलो
यो संसारमा सबै भन्दा माया रैछ ठुलो
हौ यो संसारमा सबै भन्दा माया रैछ ठुलो
केटी:
कलकल बग्ने मूलको पानी अन्जुलीले पिउंला
कलकल बग्ने मूलको पानी अन्जुलीले पिउंला
साँचो माया दिन्छौ भने ज्यानै सुम्पीदिउँला
साँचो माया दिन्छौ भने ज्यानै सुम्पीदिउँला
केटा:
दुई चुल्ठी बाट्नेलाई, पटुकी कस्नेलाई
दुई चुल्ठी बाट्नेलाई, पटुकी कस्नेलाई
लैजाउं लैजाउं लाग्छ, हौ लैजाउं लैजाउं लाग्छ
वरपिपललाई साँची राखी आजै कसम खान्छु
वरपिपललाई साँची राखी आजै कसम खान्छु
राजीहर्ष  भयौ भने यहि मंसिरमा लान्छु
हौ राजीहर्ष  भयौ भने यहि मंसिरमा लान्छु
केटी:
कहिले वारी कहिले पारी, व्यर्थ्यै किन धाउनु
कहिले वारी कहिले पारी, व्यर्थ्यै किन धाउनु
यो मनले रोज्यो तिम्लाई घरमै माग्न आउनु
यो मनले रोज्यो तिम्लाई घरमै माग्न आउनु
केटा:
दुई चुल्ठी बाट्नेलाई, पटुकी कस्नेलाई
दुई चुल्ठी बाट्नेलाई, पटुकी कस्नेलाई
लैजाउं लैजाउं लाग्छ, हौ लैजाउं लैजाउं लाग्छ
केटी:
ढाका टोपी लाउनेलाई, त्यो आँखा सन्काउनेलाई
रोजूं रोजूं लाग्छ, हौ रोजूं रोजूं लाग्छ
केटा केटी:
मन मिले मन साटौंला, चोखो माया गांसौंला
मन मिले मन साटौंला, चोखो माया गांसौंला
ज्यानै दिए डांडई काटौंला, हौ ज्यानै दिए डांड्यै काटौंला",दुई चुल्ठो,Rajesh Payal Rai || Melina Rai,प्रेम
"केटी:
चोखो माया दिए पुग्छ मलाई
चाहिदैन सुन चाँदी मलाई
न्यानो माया दिए पुग्छ मलाई
तिम्रो हृदय को कुना राखी मलाई
केटा:
सहन सक्दिन म
तिम्ले अरु कसैलाई जानी नजानी छोएको
केटी:
सहन सक्दिन म
तिम्ले अरु कसैलाई जानी नजानी छोएको
केटा:
यो मन कल्पी दिन्छ, मनमा पीडा हुन्छ
कसरी सम्हालू खोइ मेरो यो ज्यानलाई
केटा:
तिम्रो साथ विना, तिम्रो माया विना
यो जीवन अधुरो रहन्छ
केटी:
तिम्रो साथ पाए, माया पाए
यो जूनी सजिलै काटिन्छ
केटा:
सहन सक्दिन म
तिम्ले अरु कसैलाई जानी नजानी छोएको
केटी:
तिमीलाई नै हेरे, तिम्रो कुरा गरी
आफै हराउछु म
केटा:
यो हात थामी त्यो साथ पाए
यो बाटो सजिलै काटिन्छ
केटी:
सहन सक्दिन म
तिम्ले अरु कसैलाई जानी नजानी छोएको",चोखो माया दिए पुग्छ मलाई,Kamal Khatri || Shreya Sotang,प्रेम
"जुनका किरणहरुले प्रेमपत्र लेख्दैछु म
फुलका कलीला पातमा खोजिदिनु है यसलाई
भोली सबेर तिमीले खोलिदिनु है यसलाई
जुनका किरणहरुले प्रेमपत्र लेख्दैछु म

धेरै भयो हजुरको केही खबर मिलेन
मेरो लागि मिर्मिरेमा लाली उशा खुलेन
ए हजुर
ए हजुर रिसायौ कि कसो
किन यसरी भुलेको
ति आँखामा मेरो तस्बिर भन छैन कि खुलेको
जुनका किरणहरुले प्रेमपत्र लेख्दैछु म

चिठ्ठी पठाउछु भन्थ्यौ चिठ्ठी पनि पठाइनौ
सपनामा भेट्छु भन्थ्यौ सपनामा पनि आईनौ
ए हजुर
ए हजुर म बाँच्न सक्दिन
तिम्रो चिठ्ठी नपाए
म बोल्ने छैन पक्कै भोली सपनामा नआए
जुनका किरणहरुले प्रेमपत्र लेख्दैछु म",जुनका किरणहरुले प्रेमपत्र लेख्दैछु म,माणिकरत्न,दुःखी 
"I want to say you my darling I love you
You are my कान्छी मायालु
I want to say you my darling I love you
You are my कान्छी मायालु
कान्छी मायालु, हे कान्छी मायालु
You are my कान्छी मायालु
I want to say you my darling I love you
You are my baby I love you
हे…..सति अनि सावित्री बन्नेलाई, सावित्री बन्नेलाई
मन पर्दैन जाँडरक्सी भन्नेलाई, टोलै थर्काई कुट्ने पोइ परोस्
मैले रक्सी खान्छु भन्दा छोडी जाने केटीलाई
जाँड खाएर ओछ्यानभरि मुत्ने पोइ परोस्
जाँड खाएर ओछ्यानभरि मुत्ने पोइ परोस्
I want to say my darling I love you
You are my कान्छी मायालु
I want to say my darling I love you
You are my कान्छी मायालु
कान्छी मायालु, हे कान्छी मायालु
You are my कान्छी मायालु
हे….. राम्री अनि नक्कली बन्नेलाई, नक्कली बन्नेलाई
नखानु है जाँडरक्सी भन्नेलाई, रेशमी कपाल लुछ्ने पोइ परोस्
मैले रक्सी खान्छु भन्दा रिसाउने मोरीलाई
ट्वाक तानेर वाक् वाक् गर्ने र्पोइ परोस्
ट्वाक तानेर वाक् वाक् गर्ने र्पोइ परोस्
I want to say you my darling i love you
You are my कान्छी मायालु
I want to say you my darling i love you
You are my कान्छी मायालु
कान्छी मायालु, हे कान्छी मायालु
You are my कान्छी मायालु
केटी:
हे…. हिरो अनि नक्कले बन्नेलाई, नक्कले बन्नेलाई
छाड्दिन है जाँडरक्सी भन्नेलाई, रिसाई कुच्चो हान्ने जोइ परोस्
मैले रक्सी नखाऊ भन्दा गाली गर्ने केटालाई
जाँडले झ्याप हुदा टुप्पी तान्ने जोइ परोस्
जाँडले झ्याप हुदा टुप्पी तान्ने जोइ परोस्
I want to say you my darling i love you
You are my कान्छो मायालु
I want to say you my darling i love you
You are my कान्छो मायालु
केटा: केटी:
I want to say you my darling I love you
You are my baby I love you
केटा:
कान्छी मायालु
केटी:
कान्छो मायालु
केटा:
darling I love you
केटी:
baby I love you
केटा:
कान्छी मायालु
केटी:
कान्छो मायालु
केटा:
darling I love you
केटी:
baby I love you",कान्छी मायालु,Baby I Love You song,प्रेम
"		
केटा:
ओई साइँली ओई साइँली ओई ओई ओई ओई साइँली
केटी:
ओई साइँला ओई साइँला ओई ओई ओई ओई साइँला
केटा:
आकाशसैको जुन, मेरी साइँली सुन
आजभोलि तिम्रै मन लाग्या छ हुन
केटी:
भुरूरुरुरु चरी, सरि साइँला सरि
फकाउनलाई नजिक नआउ घरीघरी
केटा:
माया पिरिम भुन्दिमला, हिरा मोती सुन दिम्ला
केटी:
हिरा मोती चाहिदैन स्वार्थी माया लाईदैन
केटा:
ओई साइँली ओई साइँली ओई ओई ओई ओई साइँली
केटी:
ओई साइँला ओई साइँला ओई ओई ओई ओई साइँला
केटा:
घामपानी घामपानी पानी परेको
किनिदिउंला सारी तिम्लाई बुट्टा भरेको
किनिदिउंला सारी तिम्लाई बुट्टा भरेको
केटा:
दहि मुथेर मोहि भए झैँ, माया मुथे के होला ?
दहि मुथेर मोहि भए झैँ, माया मुथे के होला ?
दिलको ढोका उघारीदेउ, मेरो माया त्यहीं होला
केटी:
सिरसिरे बतासैले धुलो उडायो
मेरो दिलको ड्राइभरले दिलै गुडायो
सिरसिरे बतासैले धुलो उडायो
हे, मेरै दिलको ड्राइभरले दिलै गुडायो
केटा:
ओई साइँली ओई साइँली ओई ओई ओई ओई साइँली
केटी:
ओई साइँला ओई साइँला ओई ओई ओई ओई साइँला
केटा:
बेग्लै छ है सान मेरो स्टाइल पनि
ताल परेमा झारिदिन्छु तारा गनीगनी
ताल परेमा झारिदिन्छु तारा गनीगनी
मुसुरीको दालै मिठो, तरकारीमा काउली
मुसुरीको दालै मिठो, तरकारीमा काउली
झोला बोकी आउ है साइँली भटभटेमा जाउली
केटी:
गड्यांगगुडुंग कालो बादल पानी पर्याछ
गफै मात्र लाउने तिम्लाई बानी पर्याछ
गड्यांगगुडुंग कालो बादल पानी पर्याछ
ओई, गफै मात्र लाउने तिम्लाई बानी पर्याछ
केटा:
ओई साइँली ओई साइँली ओई ओई ओई ओई साइँली
केटी:
ओई साइँला ओई साइँला ओई ओई ओई ओई साइँला
केटा:
नखाऊ साइँली पिरो होला चनाचटपटे
काठमाडौँ घुम्न जाउला चडी भटभटे
काठमाडौँ घुम्न जाउला चडी भटभटे
केटा:
ओई साइँली ओई साइँली ओई ओई ओई ओई साइँली
केटी:
ओई साइँला ओई साइँला ओई ओई ओई ओई साइँला
केटा:
ओई साइँली ओई साइँली ओई ओई ओई ओई साइँली
केटी:
ओई साइँला ओई साइँला ओई ओई ओई ओई साइँला",ओई साइँली ओई साइँला,,प्रेम
"तिम्ले बाटो फ़ेर्योउ अरे
अर्कैलाइ हेर्योउ अरे
तिम्ले बाटो फ़ेर्योउ अरे
अर्कैलाइ हेर्योउ अरे
यो हल्ला छ तिमीले
यो हल्ला छ तिमीले
मेरो विश्वास सेर्योउ अरे
तिम्ले बाटो फ़ेर्योउ अरे
अर्कैलाइ हेर्योउ अरे…
 
केहि पल् को बिछोड्लाई सहन सकेनोउ?...
केहि पल् को बिछोड्लाई सहन सकेनोउ?
मेरो मायाँ सम्झेर रहन सकेनोउ?
समयको खेल हरे
भएँथे मत दुर
आखिर चल्न थाल्यो त्यहाँ
तिम्रो आफ्नै सुर
 
तिम्ले मायाँ मार्योउ अरे
मेरो चाहा सार्योउ अरे
यो हल्ला छ तिमिले
यो हल्ला छ तिमिले
अर्कैलाइ रोज्योउ अरे
तिम्ले बाटो फ़ेर्योउ अरे
अर्कैलाइ हेर्योउ अरे…
 
के संगै नहुनु मेरो गल्ति भयो?...
के संगै नहुनु मेरो गल्ति भयो?
के एक पल् को मात्र हाम्रो प्रीति थियो?
तिम्ले गर्दा मेरो जिबन, घर न घाटको भयो
तिम्लाई खुसि, मिल्दा मेरो, दिल् मा पहिरो गयो
 
तिम्ले नाता तोड्यौ अरे
मेरो तस्बिर फाल्यौ अरे
यो हल्ला छ तिमीले
यो हल्ला छ तिमीले
मेरो विश्वास फ़ेर्योउ अरे
 
तिम्ले बाटो फ़ेर्योउ अरे
अर्कैलाइ हेर्योउ अरे
यो हल्ला छ तिमीले
यो हल्ला छ तिमीले
मेरो विश्वास सेर्योउ अरे
 
तिम्ले बाटो फ़ेर्योउ अरे
अर्कैलाइ हेर्योउ अरे",तिम्ले बाटो फ़ेर्योउ अरे,Melina Rai,दुःखी 
"आऊ न आऊ तिम्रो हर्ष 
(म त सधैं पर्खि रहुँला )२
आए पनि म हेरी रहुँला
(गए पनि हेरी रहुँला...)२
 
(कहिलेकाहिं दृष्टि पनि
मुवाई भन्दा मिठो हुन्छ
कहिलेकाहिं छायाँ पनि
माया भन्दा न्यानो हुन्छ )२
तिम्रो बाटो छेक्दिन म
देख्नै मात्र पाए पुग्छ
आए पनि हेरी रहुँला
(गए पनि हेरी रहुँला )२
आऊ न आऊ तिम्रो हर्ष 
(म त सधैं पर्खि रहुँला...)२
 
(बसन्तमा सबै फूल
फुल्नै पर्छ भन्ने छैन
जिन्दगीमा सबले बाजी
जित्नै पर्छ भन्ने छैन )२
तिम्रो चित्त खोस्दिन म
@ npsongs.com
हातै मात्र पाए पुग्छ
आए पनि हेरी रहुँला
गए पनि हेरी रहुँला
आऊ न आऊ तिम्रो हर्ष 
(म त सधैं पर्खि रहुँला...)३
",आऊ न आऊ तिम्रो हर्ष ,,प्रेम
"शुभकामना भरी हरेक श्वासमा
तिम्रो दिर्घायुको कामना गर्न सकुँ म
शुभकामना भरी हरेक पलमा
तिम्रो जीवनमा सुवाश छर्न सकुँ म
शुभकामना भरी
 
आँखाका दुइ घडा प्रीतले भरेको
हरेक बुन्दले अभिसेस देयोस
श्रद्धा भक्ती बिश्वास मायाले उनेको
हरशब्द यो मंगल माला बनोस
शुभकामना भरी हरेक उशामा
तिम्रा बिहानीहरु रंगाउन सकुँ म
शुभकामना भरी
 
मुटुको दियोमा सँधै बलिरहने
अखन्ड बत्ती पथप्रदर्शक रहोस
सदुवाको सिउँदोमा झल्किरहने
सिन्दुर झैँ शुभ त्यो जीवन बनोस
शुभकामना भरी हरेक संध्यामा
तिम्रा साँझहरु सजाइदिन सकुँ म
शुभकामना भरी हरेक श्वासमा
तिम्रो दिर्घायुको कामना गर्न सकुँ म",शुभकामना भरी,, हर्ष 
"(नयाँ जीवन पाछु आज तिमीले गर्दा मैले )२
(आफ्नो जीवन आफैलाई )२
(भार भाथ्यो पहिले )२
नयाँ जीवन पाछु आज तिमीले गर्दा मैले...
 
(फराकिलो मन तिम्रो स्वाभिमानी पनि
जति नजिक उति राम्रो तिम्रो आनिबानी )२
(तिमी मेरो जिन्दगीको सारा सर्वोअंग
धेरै कुरा सिक्ने मौका पाए तिमीसँग )२
नयाँ जीवन पाचु आज तिमीले गर्दा मैले...
 
(धेरै पछि जिन्दगीको आकार मिल्दै आयो
थाकेको यो जिन्दगीले बल्ल मुक्ति पायो )२
(भरोसाको खम्बा तिमी मेरो जूनि भरि
@ npsongs.com
तिमी भित्रै लुक्न देऊ मुटु छुने गरि )२
(नयाँ जीवन पाचु आज तिमीले गर्दा मैले...)२
(आफ्नो जीवन आफैलाई )२
(भार भाथ्यो पहिले )२
नयाँ जीवन पाछु आज तिमीले गर्दा मैले…",नयाँ जीवन पाछु,,दुःखी 
"(तिमीले नसम्झिदा माया
बेग्लाई हुदो रहेछ) २
यात्रा भीड मै भए पनि
एक्लाई हुदो रहेछ
एक्लाई एक्लाई हुदो रहेछ
तिमीले नसम्झिदा माया
 
(यस्तै मन खस्ने बेला) २
टिपी पोको पार्थे
(सम्झना मै धेरै चोटि
मन को धोको मार्थे) २
तिमीले नसम्झिदा माया
 
(नभेटिने माया पनि) २
खोज्दै संसार चाहर्थे
(हुर्किन्न झै लाग्ने माया
मुटुमा नै सार्थे) २
 
(तिमीले नसम्झिदा माया
बेग्लाई हुदो रहेछ) २
यात्रा भीड मै भए पनि
एक्लाई हुदो रहेछ
एक्लाई एक्लाई हुदो रहेछ
तिमीले नसम्झिदा माया",तिमीले नसम्झिदा माया,,प्रेम
"(यति धेरै मान्छेहरुको भीडमा
एउटा मान्छे छ मेरो मनमा...)३
 
(गाजल टिका चुरा उसैको )२
सोर्‍ह शृंगार पनि उसैको
पनि उसैको...
(किन हुन्छ यस्तो मेरो तनमा
एउटा मान्छे छ मेरो मनमा )२
यति धेरै माछेहरुको भीडमा
एउटा मान्छे छ मेरो मनमा...
 
(नाचुँ झै लाग्छ तालमा उसैको )२
झुमु झैं लाग्छ सुरमा उसैको
सुरमा उसैको...
(किन होला छैन मन बशमा
@ npsongs.com
एउटा मान्छे छ मेरो मनमा )२
(यति धेरै माछेहरुको भीडमा
एउटा मान्छे छ मेरो मनमा )३",यति धेरै मान्छेहरुको,, हर्ष 
"[तिमीले त हैन, तिम्रा भाकाहरुले, मेरो मुटु, छोई सकेछन।
मैले पनि हैन, मेरा आँखाहरुले,तिम्रो लागि, रोईसकेछन।]…२
 
तेसैतेसै कस्तो गाढा, माया बसेको, धुँदा पनि जाँदै नजाने।…२
माया भन्नु यस्तै हो कि, म मात्रै यस्तो, रुँदा पनि जाँदै नजाने।
 
एकोहोरो माया बोकी, के भनेर सोधौं, मलाई पिर पर्नु पर्यो नि।…२
सपनीमा त्यति गाढा, बिपनीमा टाढा, यो मायाले गर्नु गर्यो नि।
 
[तिमीले त हैन, तिम्रा भाकाहरुले, मेरो मुटु, छोई सकेछन।
मैले पनि हैन, मेरा आँखाहरुले,तिम्रो लागि, रोईसकेछन।]…२",तिमीले त हैन,बच्चु कैलाश,प्रेम
"तिमी बाहेक अरुको हुने छैन म
तिमी बाहेक अरुलाई छुने छैन म
(x2)
 
तिमी मै हराउछु म
तिम्लाई मन पराउछु म
(x2)
हा हा हा...
 
फेरिएला बाटो फेरिएला समय
मनमा तिम्रो माया फेरिनेछैन
(x2)
 
देखाउलान कतिले लोभहरु
देखाउलान कतिले डरहरु
तर पनि अरुलाई हेरिने छैन
हा हा हा...
 
भए पनि सॅगै नभए पनि सॅगै
तिम्रै यादमा म बाॅचेको हुन्छु
(x2)
 
आउनेछैन कोहि जीवनमा
पाउनेठैन ठाउॅ यो मुटुमा
तिम्रै लागि खुसीहरु साॅचेको हुन्छु
हा हा हा…",तिमी बाहेक,फिरोज बस्नेत,दुःखी 
"हेरी बसें उनीलाई मलाई नै हेरे जस्तो
सोची बसें उनीलाई मलाई नै सम्झे जस्तो
जस्तो लाग्छ मलाई
 
मक्ख परिरहेको छु म त यहाँ
तर उसलाई केहि पनि थाहा छैन त्यहाँ (२)
 
[Chorus]
लौन के भाको (२)
हे लौन लौन लौन लौन के भाको (२)
लौन के भाको (२)
 
साथीभाईको माझमा पनि उसैको कुराकानी
आफन्तको साथमा पनि उसैको चर्चा छ नि
चर्चा चलिरहेको छ
 
चर्चा चलिरहेको छ उसैको यहाँ
तर उसलाई केहि पनि थाहा छैन त्यहाँ (२)",हेरी बसें,नरेन लिम्बु,प्रेम
"बिस्तारै बिस्तारै डुब्दै छु
तिम्रो मायाको सागरमा म
दुख आँशु सबै बिर्सेर
रम्न चाँहन्छु तिम्रै न्यानो अंगालोमा म
 
खुला पंख फिँजाई आकाशमा उडेको चरी झैँ
मुक्त हुन चाँहन्छु म
तिम्रो मायामा म
डुब्न चाँहन्छु
तिम्रै मायामा
रम्न चाँहनछु म
 
बिस्तारै बिस्तारै डुब्दै छु
तिम्रो मायाको सागरमा म
दुख आँशु सबै बिर्सेर
रम्न चाँहन्छु तिम्रै न्यानो अंगालोमा म
 
खुला पंख फिँजाई आकाशमा उडेको चरी झैँ
मुक्त हुन चाँहन्छु म
तिम्रो मायामा म
डुब्न चाँहन्छु
तिम्रै मायामा
रम्न चाँहनछु म
 
साहारा बनि देऊ
तिमी मेरो हर्ष  बनि देऊ
(२)
अन्धकारको उज्याली जुनेली रातको जुन
तिमी मेरो बनि देऊ
(२)
 
सुस्तरी सुस्तरी गाउँदै छ यो मनले गीत तिम्रै नामको
बिस्तारै बिस्तारै
सुस्तरी सुस्तरी
बिस्तारै बिस्तारै
सुस्तरी सुस्तरी",बिस्तारै बिस्तारै,रोहित जोन क्षेत्री,प्रेम
"नसम्झ भुलि दिनेलार्इ टाढा भर्इजानेलाई
नबोलाउ साथी फेरी फेरी ह्रदय तोड्नेलाई
नसम्झ भुलि दिनेलार्इ टाढा भर्इजानेलाई
नबोलाउ साथी फेरी फेरी हृदय तोड्नेलाई
नबल्झाउ भरेको घाउलाई सहन धेरौ गाहो् छ
नसम्झ भुलेको यादलाई बिर्सन धेरौ गाहो् छ
नसम्झ भुलि दिनेलार्इ टाढा भर्इजानेलार्इ............
 
माया हो खेल धेरौले खेल्छ
कसैले हसाउछ कसैले रुवाउछ
भुल्न नसक्ने चोटहरु बोकी
आफ्नौ भाग्यलाई दोष्याउने गर्छ
पिडा बोकेर हुदौन अब
आफैलाई हरदिन मारेर
 
नसम्झ भुलि दिनेलार्इ टाढा भर्इजानेलार्इ............
 
जीवनभर दुख र सुख
अाइरहन्छ यही जीवन
बाच्नु छ यहा आखामा आशु
लिएर होइन हासेर आज
जीवन चल्दैन यसरी अब
आफैलाई हरदिन मारेर
 
नसम्झ भुलि दिनेलार्इ टाढा भर्इजानेलाई
नबोलाउ साथी फेरी फेरी ह्रदय तोड्नेलाई
नसम्झ भुलि दिनेलार्इ टाढा भर्इजानेलाई
नबोलाउ साथी फेरी फेरी हृदय तोड्नेलाई
नबल्झाउ भरेको घाउलाई सहन धेरौ गाहो् छ
नसम्झ भुलेको यादलाई बिर्सन धेरौ गाहो् छ
नसम्झ भुलि दिनेलार्इ टाढा भर्इजानेलार्इ.........…",नसम्झ,Adrian Pradhan, हर्ष 
"ॐ माने पेमे होम (८)
 
साडे सत्र वर्ष एक्लै काटेँ
केही गरुँ भनी एक्लै आँटे
तर आज छायो एक्लोपनले
 
आमा बाबा मेरा हिमाल पारी
खुसी ल्याउँछु भनी आथेँ वारी
आज फेला पर्यो एक्लोपनले
 
भुमो भुमो तिम्रो आगमनले मन झुम्यो
भुमो भुमो यो धर्तीले त्यो गगन चुम्यो
 
चिसो कथ्याङ्ग्रीदो हिँउको बाटो
नुन भारी बोकी चड्न लाको
बाटो पन्छाई छिचोल्दै कुहिरो
 
अलि अलि गर्दै बड्यो हुरी
साथी भाइ सँग बड्यो दुरी
पछि फर्कौ भन्दा झर्यो पहिरो
 
भुमो भुमो तिमलाई त्यहाँ पाउँदा मन झुम्यो
भुमो भुमो तिम्रो रुपमा भगवान थियो
ए एई...
 
भुमो भुमो लह लह बाला झुल्यो
भुमो भुमो पात झर्दा पनि फूल फुल्यो
भुमो भुमो तिम्रो आगमनले मन झुम्यो
भुमो भुमो यो धर्तीले त्यो गगन चुम्यो
भुमो...
",भुमो,Tsujil Karmacharya,दुःखी 
"(अर्द्ध निशामा लिई सुसन्देश,
दीन बनी आयौँ हामी
तिम्रो द्वारमा) २

Verse 1:
(दुर्दशा यो सब देखी संसारको
पापको भारले मानव मिचेको) २
(जिन्दगीको हाल सुधार्न भनी) २
ईश्‍वर पुत्र जगमा आए संकोच नमानी।

Verse 2:
(ईश्‍वर र मानावबीचको पर्दा
पापी मानवको पापले गर्दा) २
(तोड़ी मानवलाई लान ईश्‍वरकहाँ) २
आउनुभयो महान् ईश्‍वर दुष्ट संसारमा।

Verse 3:
(शहर येरुशलेम, गावैँ बेथलेहेम
जन्मे गोठैमा बालक एक नरम) २
(ख्रीष्ट जीवनधार, येशू तारणहार) २
बिश्‍वास ल्याई आउने जति हुन्छन् मृत्युपार।

Chorus:
(अर्द्ध निशामा लिई सुसन्देश,
दीन बनी आयौँ हामी
तिम्रो द्वारमा) २

Verse 1:
(दुर्दशा यो सब देखी संसारको
पापको भारले मानव मिचेको) २
(जिन्दगीको हाल सुधार्न भनी) २
ईश्‍वर पुत्र जगमा आए संकोच नमानी।

Verse 2:
(ईश्‍वर र मानावबीचको पर्दा
पापी मानवको पापले गर्दा) २
(तोड़ी मानवलाई लान ईश्‍वरकहाँ) २
आउनुभयो महान् ईश्‍वर दुष्ट संसारमा।

Verse 3:
(शहर येरुशलेम, गावैँ बेथलेहेम
जन्मे गोठैमा बालक एक नरम) २
(ख्रीष्ट जीवनधार, येशू तारणहार) २
बिश्‍वास ल्याई आउने जति हुन्छन् मृत्युपार।",ARDDHA NISHAAMAA LI SUSANDESHA,,दुःखी 
"पोखिएर घाँमको झुल्का भरि संघारमा
तिम्रो जिन्दगीको ढोका
खोंलु खोंलु लाग्छ है २
सयपत्री फूलसितै फक्री आँगनमा
बतासको भाका टिपी बोलू बोलू लाग्छ है २
कति कति आँखाहरु बाटो छेक्न आउछन् २
परेलीमा वास माग्न कति आँखा धाउछन्
यति धेरै मानिसका यति धेरै आँखाहरु
मलाई भने तिम्रै आँखा
रोजू रोजू लाग्छ है २
उडू उडू लाग्छ किन प्वाँख कहिले पलायो २
मनको शान्ती तलाउको पानी कसले चलायो
आफैलाई थाहा छैन कसलाई थाहा होला
तेसैले त तिमी सित
सोधू सोधू लाग्छ है २
पोखिएर घाँमको झुल्का भरि संघारमा
तिम्रो जिन्दगीको ढोका
खोंलु खोंलु लाग्छ है २",पोखिएर घांमको झुल्का,,दुःखी 
"बहार संगै उड्यो मन, किन थाम्दैन २
पल पल तिम्रो, याद आयो २
यो मन मान्दैन

बहार संगै उड्यो मन, किन थाम्दैन

चाँदनी रातको, जूनको  किरण सरी, तिमी आई
न्यानो स्पर्स देऊ
संगीतको मधुरो, सरगम बनी, जीवनमा
राग नँया सजाऊ

पल पल तिम्रो, याद आयो २
यो मन मान्दैन

बहार संगै उड्यो मन, किन थाम्दैन

हरियाली मौसम, रिमझिम वर्षा भई आयो, बसन्त हृतु बनि
सागर झैँ गहिरो, नदी झैँ कल कल, तिम्रो माया, बग्यो अप्रित बनि

पल पल तिम्रो, याद आयो २
यो मन मान्दैन

बाहार संगै उड्यो मन, किन थाम्दैन",बहार संगै उड्यो मन,,प्रेम
"प्रित बिना यौवन
हो, प्रित बिना यौवन, अफाप नै भयो
तिमी बिना, संसार २
उजाड उजाड, नै भयो २
प्रित बिना यौवन
सम्झना आउंछ हर पल मलाई, बन्धन त्यो मायाको
आँखामा आउंछ झल्झली तस्बिर, मिलन त्यो रातको
धोका हुन्छ भन्ने शंकै थिएन मनमा, शंहु म कसरी
प्रित बिना यौवन, अफाप नै भयो
मनको पाना भरी केवल, तिम्रै नाम लेखेथे।
यो दुई दिनको जीवभरी,न  तिम्रै माया रोजेथे
धोका हुन्छ भन्ने शंकै थिएन मनमा, शंहु म कसरी
हो, प्रित बिना यौवन, अफाप नै भयो
तिमी बिना संसार २
उजाड उजाड नै भयो २
प्रित बिना यौवन
हो प्रित बिना यौवन",प्रित बिना यौवन,,दुःखी 
"उडी जाँउ भने म पंछी होइन
बस्नु ए लै मन छैन
खासमको मोहनी लागेर हो कि
होस मेरो ए लै याँहा छैन
फुलै फुल बीच पनि मन मेरो फुल्दैन -2
लाखौ तारा के गर्नु मैले त्येहा मेरो जुन छैन
बिरहको आगो निभाउन खोज्छु आशु ले ए लै निभ्दैन
खोलाको पानी सिन्दुरी तिर्खा मेटाउनु ए लै सक्दैन
पिरतीको सियो छैन चित्त फाटे सिउ भने-2
चोट पनि मिठो लाग्छ मायालु ले दियो भने
टाढा छ खासम यो गीत मेरो सुन्छ कि ए लै सुन्दैन
बन्दकी मुटु उकास्न फेरी आउछ कि ए लै आउदैन
उडी जाँउ भने म पंछी होइन
बस्नु ए लै मन छैन -2",उडी जाँउ भने म पंछी होइन,,दुःखी 
"कुन माँया सदर भो
मेरो माँया बदर भो
मैले दिएको मायाँ भन्दा
जाली मायाँ कदर भो
मैले गर्ने मायाँ तिमीलाई
झुठो लग्यो की
कतै मेरो मायाँ तिमीलाई जुठो लग्यो की",कुन माँया सदर भो,,प्रेम
"देवता त होइन म पनि
धेरै कमजोरी छ मेरो पनि
पीर बेदना तिम्रो जति
त्यति नै त छ येंहा मेरो पनि!
रातमा रोएछौ तिमी पनि
तिमी जस्तै रोए म पनि
नबोलाउ मलाई निस्ठुरी भनी
तिम्रो जस्तो वाधा मेरो पनि",तिम्रो जस्तो मुटु मेरो पनि,,दुःखी 
"आ ............................
नआउ जुन कोठामा राती मसँग लाडिन
कसैको भईसकेको मन सक्दैन बाडिन

सुकिली राम्री सुकुमारी छौ तिमीमा छ जवानी
तर दिउ कसरी कसैको नासो भएको निसानी
हुर्कन्न माया छातीमा रोपी मुस्कानले गोडेर
स्वर्गमै जाउ मलाई यहाँ पछ्याउन छोडेर
नजिक सर्दै सर्दै नआउ मसँग टासिन

उजेली बन्दै अंधेरी बन्दै लुकामारी खेलेर
नखोज भाड्न मनको शान्ती निर्लज्ज चलेर
म श्वास पनि उनकै फेर्छु बिउँझदा निदाउदा
प्रेमको हत्या कसरी गरु तिमीले फकाउदा
सरापले तिम्रो पिरती मेरो सक्दैन नासिन
नआउ जुन कोठामा राती ....................
हं हं .................................................",नआउ जुन कोठामा राती मसँग लाडिन,माणिकरत्न,प्रेम
